approx-q,epi-sarsa,online-sarsa
875.0,1065.0,1082.0
-635.0,-419.0,912.0
-754.0,29.0,-14349.0
-834.0,-103.0,853.0
-479.0,-3294.0,-1265.0
-1191.0,870.0,818.0
-694.0,-173.0,-478.0
1106.0,-359.0,-443.0
-1080.0,-103.0,-491.0
-280.0,-457.0,-477.0
880.0,889.0,-2336.0
-450.0,1080.0,751.0
820.0,1299.0,1184.0
1042.0,-224.0,-404.0
-491.0,15.0,-240.0
1032.0,272.0,875.0
875.0,1283.0,-265.0
1111.0,-418.0,1121.0
1108.0,1016.0,1526.0
1118.0,-180.0,879.0
-358.0,831.0,1247.0
1112.0,816.0,-587.0
1232.0,-492.0,-394.0
1069.0,-475.0,875.0
75.0,-474.0,-313.0
1021.0,796.0,884.0
833.0,-1902.0,-632.0
1051.0,802.0,891.0
-426.0,870.0,913.0
859.0,0.0,1104.0
1061.0,1286.0,1254.0
875.0,1281.0,1482.0
1505.0,-491.0,844.0
1265.0,1317.0,851.0
-464.0,1267.0,807.0
1013.0,1287.0,-12.0
864.0,-422.0,1048.0
1030.0,851.0,-484.0
-399.0,-410.0,1479.0
-465.0,-273.0,887.0
842.0,1075.0,846.0
-1139.0,1018.0,809.0
821.0,127.0,880.0
919.0,-1003.0,-281.0
-455.0,-262.0,1042.0
835.0,1090.0,1051.0
400.0,1112.0,-183.0
-464.0,-329.0,1007.0
221.0,887.0,1035.0
-407.0,1486.0,1214.0
-222.0,1086.0,1047.0
853.0,1088.0,1285.0
-410.0,1266.0,-583.0
0.0,1274.0,1068.0
-438.0,1060.0,1103.0
-440.0,834.0,223.0
143.0,885.0,1039.0
921.0,-329.0,1068.0
-365.0,-310.0,1034.0
1110.0,-14759.0,-339.0
-482.0,-304.0,926.0
1071.0,879.0,923.0
-457.0,-472.0,1045.0
-207.0,-443.0,1321.0
1091.0,873.0,841.0
895.0,-209.0,853.0
1044.0,835.0,924.0
829.0,-475.0,870.0
1507.0,1505.0,-336.0
-357.0,1313.0,1101.0
873.0,-362.0,872.0
1316.0,1075.0,875.0
1074.0,1296.0,1033.0
