approx-q,epi-sarsa,online-sarsa
1063.0,-2408.0,1270.0
-473.0,-1193.0,-668.0
-265.0,-13784.0,-2158.0
577.0,-2542.0,-562.0
-875.0,-76999.0,-3995.0
-14143.0,-4826.0,-493.0
-1373.0,-14155.0,-538.0
1391.0,-4583.0,-423.0
1051.0,-34892.0,1171.0
-484.0,-195.0,-2158.0
850.0,-2923.0,-459.0
1123.0,-606.0,887.0
31.0,-601.0,801.0
1260.0,-8197.0,-19981.0
825.0,-825.0,921.0
1102.0,-1732.0,-477.0
1072.0,-883.0,868.0
-423.0,-5201.0,925.0
885.0,-2501.0,-421.0
-415.0,1092.0,1274.0
1083.0,-513.0,1042.0
-341.0,839.0,-429.0
-478.0,1005.0,-255.0
1280.0,268.0,-263.0
920.0,1064.0,-96.0
-114.0,1304.0,1270.0
1256.0,921.0,-421.0
1115.0,870.0,-473.0
-310.0,824.0,1253.0
-381.0,-3249.0,1077.0
-763.0,1302.0,-371.0
-473.0,1076.0,-9210.0
860.0,1087.0,-862.0
-230.0,892.0,893.0
827.0,1254.0,-465.0
806.0,1410.0,-448.0
805.0,1103.0,829.0
1478.0,1127.0,1255.0
293.0,1054.0,881.0
843.0,1083.0,893.0
1051.0,870.0,1023.0
-360.0,853.0,1090.0
-306.0,897.0,852.0
-439.0,1283.0,1026.0
851.0,851.0,-376.0
866.0,846.0,-102.0
829.0,-536.0,844.0
1246.0,-486.0,814.0
-483.0,1519.0,-195.0
-350.0,1017.0,968.0
877.0,860.0,70.0
1082.0,1061.0,1049.0
881.0,886.0,773.0
-176.0,1294.0,900.0
858.0,1104.0,1087.0
1094.0,-524.0,143.0
907.0,41.0,243.0
1318.0,1067.0,-295.0
932.0,853.0,857.0
1048.0,1701.0,1072.0
-441.0,1072.0,-20.0
838.0,-457.0,868.0
889.0,880.0,1274.0
-395.0,857.0,894.0
1053.0,869.0,1071.0
854.0,1038.0,857.0
1038.0,1042.0,-457.0
809.0,1124.0,-448.0
829.0,1090.0,1296.0
1033.0,1078.0,1089.0
1256.0,1251.0,-598.0
-161.0,884.0,1057.0
1474.0,1080.0,1043.0
844.0,-434.0,860.0
862.0,1304.0,1049.0
806.0,921.0,1217.0
1217.0,864.0,842.0
-234.0,-389.0,-171.0
1050.0,1124.0,1081.0
1290.0,1027.0,1319.0
878.0,857.0,1041.0
839.0,1036.0,1046.0
1030.0,860.0,831.0
885.0,813.0,1022.0
-88.0,1320.0,1052.0
903.0,1716.0,1004.0
1069.0,1095.0,-148.0
828.0,888.0,864.0
829.0,1117.0,1100.0
1100.0,852.0,-263.0
89.0,843.0,1223.0
1108.0,-280.0,839.0
867.0,924.0,1057.0
-501.0,843.0,879.0
1050.0,1222.0,1446.0
1059.0,1102.0,-196.0
920.0,819.0,917.0
993.0,-197.0,1071.0
811.0,-115.0,835.0
1048.0,862.0,814.0
-167.0,1098.0,841.0
-18.0,873.0,895.0
-330.0,840.0,300.0
1106.0,854.0,1324.0
-474.0,1255.0,820.0
1027.0,858.0,854.0
1055.0,837.0,847.0
1436.0,1071.0,848.0
853.0,829.0,1042.0
856.0,1031.0,1110.0
1048.0,-5033.0,1097.0
1134.0,1057.0,1057.0
909.0,-988.0,870.0
1089.0,-140.0,850.0
-410.0,1091.0,848.0
865.0,1028.0,1308.0
1051.0,843.0,-54.0
1069.0,1274.0,858.0
1092.0,1071.0,-466.0
1075.0,860.0,1030.0
1063.0,838.0,833.0
1316.0,871.0,865.0
-147.0,1081.0,851.0
1038.0,-389.0,1091.0
835.0,1233.0,800.0
1112.0,900.0,844.0
869.0,881.0,1240.0
1268.0,1456.0,1084.0
-204.0,852.0,824.0
1093.0,1100.0,845.0
1053.0,884.0,-318.0
1258.0,882.0,924.0
886.0,1277.0,1064.0
910.0,1069.0,-289.0
1258.0,1101.0,822.0
1091.0,1106.0,1029.0
1048.0,1088.0,860.0
877.0,917.0,918.0
1049.0,925.0,866.0
925.0,1080.0,815.0
1278.0,905.0,1063.0
926.0,901.0,446.0
884.0,1504.0,1045.0
1478.0,1259.0,1089.0
865.0,1091.0,1062.0
853.0,-398.0,1267.0
-443.0,887.0,917.0
1125.0,883.0,1319.0
888.0,866.0,1114.0
1080.0,-315.0,1066.0
1273.0,1313.0,1074.0
1266.0,893.0,876.0
858.0,891.0,894.0
844.0,1319.0,1491.0
-255.0,1097.0,843.0
897.0,1496.0,-277.0
891.0,1068.0,1269.0
1318.0,1063.0,1046.0
883.0,1129.0,1274.0
1074.0,874.0,908.0
-165.0,1459.0,1083.0
1109.0,1313.0,1480.0
1321.0,1105.0,1284.0
891.0,878.0,884.0
869.0,1075.0,839.0
1083.0,872.0,893.0
879.0,1076.0,1261.0
1291.0,864.0,1275.0
1063.0,1119.0,1677.0
1071.0,919.0,895.0
41.0,871.0,1100.0
-233.0,-470.0,1070.0
1261.0,1066.0,1088.0
875.0,878.0,1066.0
876.0,896.0,1292.0
1264.0,1114.0,-24.0
1107.0,-430.0,1125.0
1261.0,1282.0,13.0
1277.0,1091.0,1075.0
-501.0,1283.0,1509.0
1063.0,874.0,856.0
83.0,853.0,916.0
1080.0,856.0,882.0
1067.0,882.0,-351.0
922.0,1117.0,1069.0
882.0,1049.0,219.0
1254.0,1069.0,1270.0
-420.0,1253.0,-485.0
910.0,-25.0,1287.0
888.0,1288.0,1262.0
274.0,1073.0,1633.0
1097.0,886.0,-191.0
858.0,1268.0,1082.0
1066.0,1052.0,1120.0
1264.0,1115.0,1277.0
1063.0,855.0,927.0
850.0,1496.0,-460.0
1124.0,884.0,887.0
1054.0,1114.0,926.0
893.0,1074.0,1059.0
107.0,1108.0,1289.0
876.0,882.0,1514.0
1280.0,871.0,1088.0
847.0,882.0,-260.0
1294.0,881.0,836.0
1280.0,904.0,1072.0
1307.0,1255.0,-482.0
