approx-q,epi-sarsa,online-sarsa
1077.0,846.0,-3886.0
-6199.0,-485.0,-12799.0
290.0,-772.0,-1699.0
-483.0,-208.0,-2070.0
351.0,-179.0,-2795.0
-433.0,586.0,-4327.0
-208.0,868.0,-5272.0
-532.0,878.0,-119.0
-465.0,-390.0,35.0
-341.0,855.0,-1294.0
-377.0,-181.0,-517.0
-1635.0,860.0,-5444.0
1239.0,934.0,-3084.0
-340.0,900.0,1247.0
826.0,972.0,-45.0
926.0,858.0,849.0
-335.0,-4910.0,-465.0
871.0,1317.0,1226.0
1092.0,1057.0,1099.0
-455.0,-410.0,1501.0
1465.0,877.0,976.0
1076.0,-464.0,1093.0
1079.0,1518.0,-383.0
846.0,-348.0,8.0
-322.0,4.0,1111.0
-389.0,839.0,864.0
872.0,-215.0,188.0
-460.0,-249.0,1251.0
-2530.0,-326.0,884.0
883.0,1126.0,1060.0
1044.0,1053.0,970.0
1023.0,891.0,-3669.0
-482.0,-223.0,7.0
872.0,1501.0,854.0
-464.0,-211.0,863.0
-403.0,995.0,1248.0
826.0,-316.0,-1.0
859.0,-188.0,1318.0
812.0,-188.0,-371.0
853.0,873.0,1303.0
-451.0,931.0,-231.0
715.0,902.0,1126.0
474.0,835.0,839.0
-393.0,1277.0,865.0
926.0,814.0,-297.0
-212.0,890.0,1110.0
-3774.0,856.0,849.0
815.0,818.0,1076.0
-496.0,1248.0,835.0
884.0,888.0,859.0
999.0,813.0,829.0
-283.0,819.0,1058.0
1066.0,832.0,834.0
967.0,872.0,-410.0
1230.0,1033.0,-485.0
-368.0,-551.0,1242.0
790.0,-17500.0,-1795.0
795.0,-415.0,-464.0
879.0,875.0,-277.0
-429.0,840.0,1278.0
-1079.0,1322.0,1087.0
841.0,-380.0,-179.0
726.0,-500.0,812.0
849.0,-752.0,-717.0
-14725.0,1043.0,885.0
890.0,865.0,-853.0
1101.0,-440.0,1088.0
-261.0,796.0,918.0
-350.0,1068.0,923.0
1293.0,-219.0,1190.0
-447.0,-96.0,806.0
569.0,818.0,1093.0
-3736.0,-46.0,1075.0
-340.0,838.0,867.0
1047.0,1033.0,862.0
850.0,996.0,42.0
1123.0,1002.0,1204.0
-161.0,1038.0,1011.0
847.0,1078.0,894.0
899.0,1289.0,833.0
883.0,79.0,-197.0
-6428.0,1317.0,1297.0
