OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
1527.0,1533.0,237.0
-87.0,-2.0,1266.0
1119.0,-356.0,1915.0
-320.0,151.0,1647.0
-356.0,1184.0,1489.0
-200.0,-356.0,1125.0
-356.0,1518.0,109.0
-99.0,1193.0,1274.0
-374.0,1514.0,15.0
-216.0,-251.0,883.0
-203.0,-159.0,52.0
1208.0,-329.0,-374.0
-293.0,-329.0,1210.0
-122.0,1309.0,1618.0
-329.0,-18.0,1296.0
-356.0,257.0,1118.0
-102.0,-356.0,1649.0
-459.0,1439.0,-374.0
-257.0,-15.0,1246.0
-311.0,1440.0,1228.0
-42.0,1444.0,-107.0
-143.0,-139.0,-1121.0
-119.0,-329.0,3.0
-320.0,-356.0,-37.0
1244.0,-132.0,-329.0
-765.0,-320.0,417.0
54.0,-141.0,1248.0
-206.0,3.0,1380.0
-351.0,1222.0,1161.0
-320.0,1296.0,1473.0
-404.0,-15.0,1493.0
-167.0,-36.0,-356.0
11.0,1057.0,1183.0
-207.0,1446.0,128.0
20.0,1385.0,1155.0
-338.0,1312.0,128.0
-311.0,1657.0,-392.0
-374.0,-356.0,-269.0
-256.0,993.0,-35.0
-311.0,1195.0,-374.0
-307.0,1326.0,-36.0
-449.0,-329.0,1135.0
-356.0,244.0,1244.0
-311.0,-189.0,1278.0
-13.0,-209.0,176.0
19.0,-272.0,1505.0
-234.0,-99.0,-170.0
-125.0,-327.0,-142.0
-459.0,-293.0,1167.0
-196.0,-294.0,1191.0
-320.0,198.0,1244.0
-290.0,-392.0,1246.0
-356.0,126.0,1252.0
-219.0,-392.0,-311.0
44.0,1332.0,1307.0
-153.0,1347.0,1495.0
-203.0,1518.0,1218.0
-374.0,1534.0,1060.0
-374.0,1736.0,177.0
-100.0,1332.0,1302.0
-374.0,98.0,1236.0
-88.0,1333.0,1340.0
-374.0,1332.0,162.0
-359.0,1721.0,68.0
-338.0,-267.0,1698.0
-302.0,-221.0,1458.0
-281.0,1742.0,-230.0
-374.0,1528.0,-94.0
-121.0,1512.0,-278.0
-338.0,1528.0,1166.0
-320.0,-325.0,246.0
-162.0,-293.0,-122.0
-13.0,162.0,1300.0
-360.0,-203.0,-280.0
-306.0,1527.0,1495.0
-188.0,1532.0,1510.0
-212.0,1529.0,1324.0
-203.0,47.0,1285.0
-329.0,1330.0,1515.0
-277.0,1727.0,1288.0
-356.0,-338.0,1475.0
-133.0,1528.0,1286.0
-374.0,-320.0,1492.0
-346.0,1331.0,1455.0
-374.0,-150.0,204.0
-257.0,1330.0,-325.0
-392.0,1534.0,-87.0
-105.0,1323.0,-45.0
-329.0,-329.0,-356.0
-132.0,-123.0,-186.0
-141.0,1528.0,68.0
18.0,1526.0,-195.0
-392.0,1530.0,1505.0
-338.0,-392.0,1293.0
-356.0,1532.0,1302.0
-230.0,-320.0,93.0
-254.0,48.0,367.0
-291.0,1294.0,1504.0
-374.0,-168.0,-401.0
-170.0,-329.0,-302.0
-120.0,1317.0,1496.0
-123.0,-293.0,1296.0
21.0,-374.0,-87.0
-302.0,1495.0,-70.0
-356.0,-329.0,1282.0
-356.0,333.0,1301.0
-203.0,-200.0,-87.0
-329.0,-374.0,1285.0
-27.0,-37.0,1536.0
-320.0,-186.0,-392.0
-129.0,1291.0,-37.0
-293.0,-159.0,1297.0
211.0,1491.0,1495.0
228.0,-374.0,-170.0
-221.0,1293.0,9.0
-392.0,-257.0,-320.0
-215.0,-320.0,-141.0
-297.0,-374.0,1252.0
-329.0,-374.0,1283.0
-356.0,-329.0,-123.0
-150.0,1280.0,151.0
-111.0,1693.0,1247.0
-356.0,-116.0,1293.0
-178.0,-45.0,1704.0
-97.0,98.0,1260.0
-36.0,-320.0,1487.0
1498.0,-338.0,1488.0
-356.0,1501.0,-46.0
-320.0,169.0,-121.0
-382.0,1296.0,1307.0
-203.0,1301.0,84.0
-273.0,1322.0,254.0
-203.0,1291.0,-41.0
-116.0,177.0,-329.0
-374.0,1322.0,-356.0
-281.0,-204.0,-105.0
-87.0,1521.0,-293.0
1517.0,1494.0,1276.0
-27.0,134.0,64.0
-338.0,-203.0,79.0
-329.0,-329.0,1471.0
1295.0,-302.0,1293.0
1293.0,-236.0,1297.0
-392.0,-392.0,1282.0
-356.0,-329.0,-293.0
-127.0,-45.0,-221.0
-338.0,-69.0,1281.0
-156.0,21.0,1309.0
-302.0,1278.0,-356.0
-356.0,-325.0,1288.0
1297.0,1292.0,-284.0
-341.0,1292.0,-392.0
-121.0,1276.0,1311.0
-230.0,1299.0,1294.0
-107.0,-308.0,-356.0
-116.0,-329.0,-145.0
-221.0,1298.0,-39.0
-245.0,1330.0,292.0
-231.0,1489.0,1291.0
-961.0,1733.0,1314.0
1327.0,-1.0,1288.0
-329.0,1287.0,323.0
-231.0,1305.0,1494.0
-329.0,1463.0,-374.0
26.0,-28.0,1294.0
-230.0,-331.0,102.0
-356.0,1531.0,-356.0
-106.0,1283.0,1476.0
-320.0,-356.0,-88.0
-195.0,-349.0,1316.0
-374.0,-311.0,1270.0
-209.0,-338.0,-114.0
1498.0,-276.0,1286.0
1301.0,1513.0,-329.0
-320.0,-77.0,1300.0
-356.0,-382.0,1513.0
-230.0,1508.0,1290.0
-105.0,232.0,1478.0
30.0,1290.0,1480.0
-338.0,1294.0,1280.0
1498.0,-69.0,-356.0
-272.0,-339.0,-329.0
-311.0,1487.0,-356.0
-374.0,-320.0,39.0
-460.0,-36.0,1339.0
-392.0,-141.0,1519.0
-299.0,1497.0,-124.0
-270.0,1715.0,66.0
-150.0,1286.0,39.0
-72.0,1515.0,-392.0
-329.0,1296.0,1292.0
-329.0,1305.0,119.0
-6.0,1296.0,1528.0
136.0,1498.0,-302.0
-374.0,1519.0,1483.0
-186.0,1324.0,1318.0
-311.0,1308.0,30.0
-168.0,96.0,-204.0
-374.0,-216.0,1290.0
145.0,1294.0,-320.0
-132.0,1289.0,1493.0
1294.0,-330.0,1493.0
1699.0,1296.0,1291.0
1328.0,-222.0,1482.0
-374.0,1296.0,1515.0
-329.0,-302.0,1734.0
-221.0,-15.0,-293.0
1497.0,1325.0,-230.0
243.0,1698.0,-374.0
-195.0,-293.0,-45.0
-114.0,-248.0,1298.0
200.0,1736.0,-338.0
-311.0,1321.0,1285.0
-230.0,1282.0,1297.0
-392.0,1295.0,1296.0
-35.0,1292.0,1287.0
-356.0,1902.0,-338.0
-293.0,1740.0,1497.0
201.0,1517.0,-88.0
-122.0,-392.0,1482.0
-159.0,1286.0,1494.0
-293.0,-404.0,-212.0
-338.0,1515.0,1297.0
-320.0,-87.0,-356.0
1294.0,1500.0,1495.0
-356.0,1294.0,-392.0
-329.0,1916.0,1694.0
-311.0,1296.0,1295.0
-105.0,1496.0,1516.0
1296.0,-56.0,-16.0
-374.0,173.0,209.0
-392.0,1502.0,1291.0
-230.0,1477.0,1293.0
56.0,66.0,1482.0
1286.0,1289.0,1285.0
-230.0,1276.0,1491.0
1500.0,1535.0,39.0
84.0,-374.0,1270.0
-87.0,39.0,1725.0
-329.0,-20.0,1536.0
1.0,-236.0,-75.0
1301.0,1498.0,-320.0
-338.0,1517.0,109.0
1718.0,-266.0,-329.0
-187.0,1338.0,-159.0
-329.0,419.0,21.0
243.0,1527.0,432.0
-195.0,1286.0,1493.0
-15.0,-186.0,1296.0
-320.0,-392.0,1940.0
-87.0,1306.0,1316.0
1490.0,-329.0,200.0
-69.0,-230.0,-338.0
-311.0,-69.0,-186.0
-338.0,1467.0,-356.0
-329.0,1927.0,-168.0
38.0,1288.0,-392.0
-320.0,1299.0,1687.0
409.0,381.0,30.0
-42.0,-69.0,111.0
1497.0,-320.0,1493.0
-174.0,-54.0,1474.0
1300.0,-212.0,1937.0
-329.0,-356.0,1494.0
-69.0,-236.0,1496.0
-356.0,-1008.0,1275.0
123.0,47.0,1500.0
-63.0,1529.0,1291.0
203.0,1288.0,1508.0
75.0,-18.0,1304.0
-116.0,-293.0,1681.0
