OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
-356.0,1925.0,1540.0
-311.0,-135.0,112.0
-494.0,-11.0,-386.0
-144.0,-314.0,1620.0
-338.0,340.0,171.0
-343.0,-253.0,111.0
-311.0,344.0,1131.0
-356.0,-628.0,-313.0
-257.0,154.0,1284.0
-392.0,-338.0,-118.0
-92.0,-212.0,-338.0
-120.0,-320.0,-356.0
-674.0,-392.0,1450.0
-259.0,1137.0,-338.0
-244.0,-68.0,-220.0
-374.0,-69.0,-328.0
-392.0,1483.0,-527.0
-368.0,-329.0,1102.0
-329.0,-329.0,1204.0
-320.0,-374.0,1346.0
-232.0,1002.0,1270.0
-521.0,-392.0,1371.0
-209.0,-392.0,1464.0
-143.0,-311.0,1467.0
-306.0,-329.0,-98.0
-311.0,204.0,-159.0
-329.0,1425.0,1210.0
-486.0,-357.0,1233.0
-311.0,3.0,-392.0
-320.0,-27.0,-381.0
-374.0,111.0,-396.0
-374.0,-356.0,-174.0
-329.0,1371.0,-220.0
-356.0,1145.0,1442.0
-576.0,917.0,-311.0
-398.0,-6.0,1288.0
116.0,-186.0,-92.0
-356.0,-374.0,1175.0
-193.0,1242.0,-329.0
-223.0,-392.0,-356.0
-194.0,-329.0,-374.0
-302.0,1220.0,-114.0
-59.0,-89.0,1334.0
-196.0,1217.0,-320.0
-343.0,37.0,-87.0
-374.0,-374.0,-32.0
-102.0,-392.0,-329.0
-293.0,-356.0,1278.0
-588.0,21.0,1379.0
-392.0,-105.0,-36.0
-110.0,-123.0,-374.0
-392.0,-15.0,-338.0
-293.0,-338.0,1391.0
-119.0,-311.0,-230.0
-208.0,136.0,1165.0
-436.0,-87.0,1466.0
-91.0,1198.0,-356.0
-338.0,1411.0,-374.0
-338.0,206.0,1255.0
-338.0,171.0,-306.0
-42.0,-257.0,119.0
-191.0,1226.0,1233.0
-217.0,1258.0,1144.0
-412.0,1240.0,1611.0
-374.0,-293.0,1111.0
57.0,1288.0,1495.0
-392.0,-103.0,1485.0
171.0,-195.0,1483.0
-748.0,-293.0,1317.0
-162.0,-320.0,1723.0
-462.0,-293.0,-33.0
-203.0,1181.0,-36.0
-320.0,-122.0,184.0
134.0,-356.0,-302.0
1332.0,-338.0,1487.0
472.0,-329.0,1480.0
-374.0,-320.0,-329.0
-186.0,627.0,1325.0
-36.0,-305.0,1284.0
-356.0,-183.0,1286.0
-338.0,-374.0,-338.0
1534.0,-329.0,-338.0
-221.0,-392.0,13.0
-236.0,1434.0,1308.0
-356.0,1231.0,1298.0
-302.0,1135.0,-63.0
1532.0,991.0,1251.0
-320.0,1043.0,1497.0
-329.0,-96.0,1721.0
-411.0,1391.0,1486.0
-4.0,1539.0,-212.0
-356.0,1290.0,1734.0
-258.0,-374.0,1490.0
-30.0,-55.0,1509.0
-329.0,1308.0,1265.0
-308.0,-104.0,1296.0
-253.0,1280.0,48.0
-302.0,1480.0,-329.0
-267.0,1496.0,1294.0
-374.0,1326.0,1290.0
8.0,-31.0,109.0
-115.0,-496.0,-180.0
-592.0,1511.0,-234.0
-1390.0,1728.0,1325.0
-812.0,-87.0,1500.0
4.0,-320.0,1291.0
-211.0,-293.0,1279.0
-329.0,1286.0,1493.0
-234.0,1289.0,1283.0
-392.0,-105.0,-392.0
-338.0,1306.0,-338.0
-296.0,1339.0,65.0
-206.0,-257.0,-392.0
158.0,-186.0,1290.0
-179.0,1298.0,10.0
-754.0,30.0,1277.0
-221.0,39.0,-87.0
-222.0,-356.0,-203.0
-409.0,1296.0,-356.0
-258.0,1500.0,1296.0
-7.0,1530.0,-356.0
-203.0,-47.0,1495.0
-165.0,1332.0,-356.0
-320.0,-195.0,-230.0
-688.0,1296.0,1293.0
-94.0,-58.0,-374.0
-67.0,1494.0,1336.0
-250.0,-230.0,1508.0
-234.0,-293.0,1295.0
-356.0,227.0,-87.0
21.0,-186.0,66.0
-311.0,-69.0,-356.0
-293.0,-105.0,3.0
15.0,-338.0,-22.0
-76.0,52.0,1315.0
