OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
-362.0,-755.0,1726.0
-329.0,-2016.0,1372.0
-165.0,-582.0,1249.0
-320.0,-594.0,1174.0
-392.0,-204.0,-302.0
-474.0,2085.0,-356.0
-5.0,-392.0,-152.0
-185.0,-392.0,1509.0
-338.0,37.0,1207.0
-465.0,292.0,-338.0
-338.0,1239.0,-338.0
-329.0,1276.0,-236.0
-581.0,-168.0,-239.0
-247.0,-329.0,-231.0
-37.0,-374.0,-356.0
-302.0,-311.0,-159.0
-203.0,-803.0,-392.0
-311.0,-302.0,-257.0
1529.0,-320.0,-17.0
-227.0,-368.0,-60.0
-359.0,1679.0,-105.0
-356.0,-287.0,-338.0
-332.0,-195.0,1149.0
-356.0,-392.0,1130.0
-210.0,1197.0,1214.0
-293.0,1442.0,1222.0
-203.0,1438.0,-356.0
-374.0,1126.0,1277.0
-765.0,-132.0,-329.0
-287.0,-203.0,12.0
-257.0,128.0,-212.0
-318.0,-320.0,-320.0
-156.0,984.0,-186.0
-275.0,1265.0,-374.0
-775.0,180.0,1179.0
-338.0,1438.0,-374.0
-221.0,-212.0,108.0
-132.0,-356.0,1652.0
-338.0,-257.0,1234.0
-171.0,1272.0,1156.0
-52.0,-203.0,-320.0
-208.0,1540.0,-226.0
-138.0,1269.0,1203.0
-271.0,1209.0,1393.0
-259.0,1114.0,1205.0
-31.0,1453.0,1119.0
-571.0,-150.0,1270.0
-108.0,-87.0,-320.0
1332.0,1170.0,3.0
-356.0,1152.0,-45.0
-239.0,30.0,66.0
-356.0,-374.0,1240.0
-311.0,-45.0,1223.0
-231.0,-329.0,12.0
-392.0,-169.0,1269.0
-160.0,190.0,1279.0
-356.0,1521.0,-302.0
-350.0,1374.0,-108.0
-329.0,1016.0,-169.0
1723.0,1492.0,-405.0
39.0,1093.0,-187.0
-329.0,288.0,1318.0
1532.0,1396.0,1487.0
-83.0,-405.0,1201.0
1738.0,-374.0,199.0
267.0,-320.0,109.0
-311.0,-159.0,1298.0
-293.0,-29.0,-356.0
-235.0,1080.0,1294.0
-186.0,1303.0,1521.0
-302.0,1251.0,1296.0
-234.0,1219.0,1729.0
-356.0,1451.0,1723.0
-107.0,1529.0,-329.0
21.0,1285.0,-105.0
-293.0,1295.0,1498.0
1731.0,1745.0,-293.0
-408.0,1292.0,1501.0
-320.0,1290.0,-374.0
1727.0,1308.0,1311.0
-311.0,1290.0,-306.0
-311.0,1722.0,1328.0
-320.0,1524.0,-311.0
-392.0,1323.0,-320.0
