OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
-230.0,1319.0,-648.0
-374.0,-195.0,-1176.0
-337.0,-329.0,-425.0
-386.0,-259.0,-531.0
-152.0,-190.0,1148.0
-34.0,-294.0,1511.0
-279.0,-302.0,1474.0
-277.0,-215.0,1664.0
1747.0,1212.0,1337.0
1332.0,-87.0,1343.0
-174.0,-374.0,1193.0
-136.0,-329.0,1410.0
0.0,-425.0,1005.0
13.0,-149.0,-274.0
-153.0,-356.0,-198.0
-271.0,-329.0,-114.0
-149.0,-320.0,1483.0
-300.0,-338.0,1335.0
-392.0,1471.0,1487.0
-227.0,66.0,149.0
-42.0,-329.0,-36.0
-793.0,219.0,-401.0
-198.0,66.0,1296.0
-401.0,-338.0,-69.0
-78.0,-356.0,-329.0
-356.0,-168.0,-392.0
-125.0,-293.0,1314.0
84.0,1179.0,37.0
-232.0,1405.0,1309.0
-356.0,-176.0,1301.0
-230.0,-392.0,1338.0
-289.0,-97.0,16.0
-203.0,-87.0,-132.0
-374.0,-195.0,255.0
-302.0,-195.0,1333.0
-433.0,-320.0,-302.0
-117.0,-392.0,-374.0
-374.0,-374.0,-186.0
-338.0,-123.0,1343.0
-374.0,1729.0,-150.0
-276.0,-311.0,381.0
-211.0,-338.0,-169.0
-293.0,-311.0,-150.0
-329.0,1330.0,-194.0
-311.0,1532.0,199.0
-329.0,-392.0,-150.0
-180.0,-186.0,-338.0
-211.0,1310.0,1284.0
-235.0,180.0,-221.0
-356.0,-320.0,1300.0
-311.0,-320.0,1293.0
-338.0,1496.0,-22.0
-484.0,-293.0,121.0
-80.0,-266.0,1273.0
-147.0,1532.0,-203.0
-150.0,1532.0,238.0
138.0,1537.0,1296.0
-356.0,-329.0,1325.0
-374.0,-36.0,230.0
-374.0,-257.0,-239.0
-147.0,-320.0,1317.0
-188.0,-293.0,21.0
-141.0,-401.0,55.0
1529.0,-149.0,22.0
1530.0,248.0,57.0
-329.0,-45.0,223.0
-150.0,-71.0,1288.0
-275.0,1488.0,1289.0
-146.0,1298.0,-392.0
-212.0,-401.0,-87.0
-329.0,-105.0,1319.0
-349.0,-356.0,1285.0
-125.0,1295.0,1514.0
-164.0,1537.0,1275.0
-320.0,1734.0,-392.0
-320.0,-356.0,1281.0
-320.0,-114.0,1497.0
-356.0,1307.0,1733.0
1296.0,-293.0,1505.0
-338.0,-87.0,1304.0
-218.0,-320.0,-356.0
-146.0,-87.0,464.0
39.0,158.0,-54.0
-105.0,-320.0,1286.0
-293.0,-320.0,-230.0
-284.0,-87.0,66.0
-356.0,-329.0,-114.0
-362.0,-392.0,-87.0
109.0,-132.0,-15.0
