OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
-392.0,-1073.0,1743.0
-239.0,-981.0,-401.0
-124.0,1203.0,471.0
-205.0,908.0,1380.0
-595.0,-40.0,-320.0
-230.0,1175.0,1181.0
-211.0,-36.0,-311.0
-284.0,-45.0,1196.0
-32.0,1247.0,1669.0
-338.0,-392.0,-119.0
-231.0,-230.0,-198.0
-356.0,-316.0,-478.0
-338.0,1278.0,1285.0
-356.0,1278.0,1307.0
-177.0,1294.0,1570.0
-297.0,1443.0,1277.0
-356.0,1180.0,-356.0
-356.0,495.0,235.0
-329.0,-320.0,-186.0
-91.0,-392.0,1238.0
-230.0,26.0,1209.0
-124.0,1427.0,1470.0
-259.0,-311.0,-321.0
-293.0,1420.0,347.0
-160.0,-374.0,1505.0
-405.0,1471.0,206.0
-236.0,1471.0,-56.0
-167.0,21.0,-320.0
-338.0,-273.0,1467.0
-374.0,-329.0,1486.0
-311.0,-356.0,-132.0
-203.0,-203.0,-45.0
-308.0,-73.0,1254.0
-329.0,-123.0,1316.0
-320.0,1363.0,1084.0
-248.0,-338.0,-120.0
-159.0,-195.0,1168.0
-329.0,-374.0,1505.0
-224.0,1293.0,1206.0
-120.0,1233.0,1231.0
-223.0,-329.0,-356.0
-293.0,209.0,66.0
-265.0,-159.0,-293.0
-329.0,-329.0,1219.0
-215.0,948.0,1278.0
-253.0,-338.0,1223.0
-479.0,1396.0,-54.0
-194.0,-293.0,128.0
-157.0,-212.0,1526.0
-266.0,-33.0,-215.0
-219.0,1255.0,1534.0
-392.0,-329.0,-284.0
-374.0,-293.0,-54.0
-356.0,-338.0,-356.0
-424.0,-133.0,-36.0
-297.0,1236.0,1280.0
-98.0,1267.0,1728.0
-374.0,1261.0,1738.0
-293.0,1263.0,1727.0
-238.0,-335.0,1520.0
-338.0,1405.0,-338.0
-356.0,1279.0,-356.0
-356.0,1158.0,1493.0
-144.0,1252.0,-401.0
-374.0,1162.0,-329.0
-118.0,-320.0,1495.0
-392.0,209.0,1478.0
-293.0,1419.0,-87.0
66.0,-293.0,1496.0
-329.0,132.0,1310.0
227.0,1304.0,1472.0
-68.0,3.0,1298.0
-392.0,-320.0,1291.0
1332.0,-293.0,1327.0
-22.0,1211.0,1485.0
-240.0,1465.0,1291.0
-221.0,1186.0,1503.0
272.0,1461.0,1288.0
-356.0,-345.0,1714.0
-356.0,-329.0,1532.0
-414.0,-115.0,-339.0
-338.0,-384.0,-271.0
-257.0,-132.0,1511.0
-506.0,-1987.0,368.0
-273.0,1331.0,1289.0
-191.0,-241.0,1287.0
-221.0,-266.0,1733.0
-212.0,156.0,1536.0
-27.0,178.0,1334.0
-311.0,-374.0,1285.0
-133.0,-205.0,1285.0
-213.0,421.0,1328.0
-221.0,1537.0,1291.0
-580.0,-71.0,-329.0
-356.0,1536.0,1493.0
-87.0,1717.0,1298.0
1323.0,1531.0,1317.0
21.0,1521.0,1291.0
-27.0,-168.0,-374.0
-218.0,26.0,1299.0
111.0,1294.0,1293.0
-356.0,112.0,-374.0
1332.0,1284.0,1304.0
-329.0,-294.0,-302.0
-127.0,225.0,-150.0
-540.0,266.0,-320.0
-356.0,56.0,1486.0
-356.0,1311.0,-329.0
1332.0,1299.0,-392.0
-338.0,1721.0,1284.0
-221.0,-266.0,-15.0
1532.0,1525.0,1320.0
-320.0,-302.0,1498.0
-367.0,451.0,1303.0
-293.0,1480.0,1489.0
-69.0,-252.0,-36.0
-374.0,1296.0,-320.0
-374.0,1329.0,-329.0
-31.0,1332.0,1320.0
-2212.0,1503.0,-356.0
-203.0,1330.0,-336.0
-221.0,185.0,1286.0
-293.0,228.0,-195.0
-167.0,-320.0,1520.0
-116.0,1316.0,1340.0
-187.0,-340.0,63.0
-648.0,1524.0,-311.0
-186.0,1496.0,-204.0
-229.0,-356.0,-203.0
-320.0,-230.0,1704.0
-280.0,-159.0,-338.0
-463.0,-356.0,-329.0
-338.0,-329.0,-186.0
-186.0,243.0,1516.0
-293.0,1331.0,1293.0
-338.0,1727.0,-15.0
-259.0,-356.0,391.0
-182.0,1520.0,1490.0
-245.0,-293.0,1291.0
-175.0,1535.0,1298.0
-212.0,1297.0,-392.0
-250.0,1519.0,-123.0
-409.0,645.0,1295.0
-338.0,-186.0,-87.0
-329.0,1259.0,1735.0
-356.0,1293.0,1298.0
-221.0,1295.0,1310.0
-356.0,-392.0,-270.0
-329.0,-36.0,3.0
-329.0,1477.0,1307.0
-53.0,-15.0,1288.0
-99.0,1705.0,1301.0
-329.0,1294.0,1279.0
-140.0,431.0,1313.0
-135.0,1293.0,-117.0
-320.0,-230.0,1725.0
1317.0,-27.0,1296.0
-168.0,1296.0,-392.0
-374.0,-45.0,128.0
-266.0,-45.0,1504.0
-311.0,-257.0,-105.0
57.0,1294.0,1294.0
-360.0,-275.0,1287.0
-329.0,1292.0,1496.0
-320.0,1532.0,1708.0
-329.0,1296.0,-333.0
-329.0,-356.0,1706.0
-293.0,-320.0,1515.0
-356.0,30.0,1493.0
-356.0,1294.0,1305.0
-90.0,-118.0,-53.0
-392.0,1285.0,1917.0
-259.0,1290.0,1506.0
-359.0,1296.0,1521.0
-392.0,1504.0,-159.0
-374.0,1489.0,-235.0
-356.0,1267.0,1295.0
-392.0,1494.0,91.0
93.0,-356.0,1293.0
-374.0,-392.0,1318.0
-168.0,1271.0,1524.0
-338.0,1285.0,11.0
-168.0,1472.0,-116.0
-329.0,1745.0,1498.0
-356.0,1521.0,1531.0
1490.0,1318.0,1292.0
-157.0,1281.0,-401.0
1296.0,1330.0,-392.0
-28.0,-338.0,1498.0
163.0,21.0,1296.0
1307.0,21.0,1284.0
-96.0,-46.0,1292.0
-195.0,-338.0,1301.0
-195.0,-293.0,1289.0
-374.0,250.0,-338.0
-40.0,-54.0,1489.0
