OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
-203.0,-1106.0,1344.0
-26.0,-7609.0,1650.0
-107.0,-1699.0,1299.0
-197.0,-521.0,1380.0
-356.0,-532.0,-320.0
-216.0,1057.0,-148.0
-356.0,525.0,1393.0
-350.0,1442.0,-356.0
-338.0,-386.0,23.0
-114.0,1232.0,1295.0
-356.0,1231.0,1166.0
-114.0,1294.0,1345.0
-320.0,1437.0,112.0
-329.0,-356.0,-188.0
-203.0,-186.0,-36.0
-239.0,-356.0,-374.0
-327.0,1194.0,1105.0
-177.0,-128.0,941.0
-324.0,-146.0,1286.0
-311.0,-194.0,1181.0
-273.0,-266.0,1188.0
-311.0,-343.0,1704.0
-311.0,3.0,-339.0
-131.0,224.0,1278.0
-680.0,-374.0,1536.0
-320.0,-293.0,-231.0
118.0,-320.0,-138.0
-203.0,1450.0,-107.0
617.0,1122.0,1284.0
-2.0,-329.0,-21.0
1329.0,-195.0,73.0
1332.0,-311.0,-329.0
-320.0,-261.0,1485.0
-320.0,-256.0,-150.0
-329.0,-10.0,-123.0
-320.0,-392.0,1096.0
74.0,1439.0,190.0
-41.0,-293.0,1179.0
104.0,938.0,1372.0
-291.0,1227.0,1271.0
-132.0,1056.0,-302.0
-644.0,1165.0,-227.0
-374.0,1108.0,1210.0
-159.0,1227.0,1254.0
-183.0,196.0,1372.0
-320.0,1114.0,-87.0
-329.0,1179.0,-209.0
-311.0,-119.0,-123.0
-172.0,1273.0,1281.0
-138.0,-302.0,-392.0
-374.0,-238.0,-338.0
-356.0,-453.0,-87.0
-200.0,-178.0,-356.0
-392.0,1241.0,1379.0
-281.0,150.0,944.0
-374.0,-320.0,179.0
-48.0,-230.0,38.0
-293.0,-338.0,-266.0
-141.0,1189.0,1081.0
-356.0,1455.0,1227.0
-329.0,1247.0,-356.0
-87.0,1404.0,234.0
1281.0,1171.0,1217.0
30.0,1150.0,1149.0
-230.0,-232.0,1456.0
-363.0,1289.0,1135.0
-392.0,1367.0,1120.0
-198.0,-239.0,-141.0
-311.0,1209.0,34.0
-221.0,1678.0,111.0
-368.0,1152.0,-356.0
-392.0,1730.0,-338.0
-413.0,-217.0,-320.0
-223.0,-202.0,-141.0
-431.0,-105.0,-186.0
-302.0,1496.0,1291.0
-356.0,1324.0,-1.0
-115.0,1524.0,-45.0
-329.0,-177.0,1496.0
-392.0,-374.0,-302.0
-302.0,39.0,1534.0
-131.0,1495.0,1529.0
-356.0,1293.0,1282.0
-1389.0,1920.0,1486.0
-131.0,1488.0,1323.0
-77.0,1523.0,1530.0
-356.0,1494.0,1293.0
-329.0,1719.0,-302.0
-374.0,1286.0,30.0
-472.0,-57.0,1261.0
-320.0,1707.0,1483.0
-23.0,1293.0,1309.0
-374.0,-187.0,1306.0
7.0,1287.0,1517.0
-172.0,1284.0,1722.0
-148.0,193.0,-360.0
-244.0,-302.0,1486.0
-229.0,39.0,1289.0
-1985.0,-374.0,1298.0
-356.0,161.0,1291.0
1296.0,-329.0,1277.0
-338.0,1511.0,-356.0
71.0,1716.0,-87.0
-392.0,427.0,1501.0
-149.0,1509.0,84.0
-141.0,1488.0,1488.0
-329.0,1505.0,1466.0
-356.0,1501.0,1476.0
-356.0,1296.0,1308.0
-374.0,1487.0,1288.0
-356.0,1295.0,1291.0
-670.0,1291.0,-306.0
-311.0,-311.0,199.0
-405.0,1703.0,-105.0
-392.0,1734.0,1499.0
-338.0,1296.0,-22.0
-687.0,-150.0,-195.0
-247.0,-401.0,-186.0
1728.0,1528.0,1496.0
-338.0,437.0,1541.0
-338.0,-65.0,-320.0
-329.0,-293.0,-356.0
-401.0,1292.0,1510.0
-311.0,-20.0,1282.0
-374.0,1333.0,1482.0
-267.0,1494.0,438.0
-374.0,1324.0,1479.0
-1464.0,-139.0,20.0
-157.0,-186.0,1288.0
-87.0,1274.0,-115.0
-356.0,1319.0,32.0
-158.0,-313.0,1285.0
-374.0,1290.0,441.0
-149.0,1308.0,1465.0
-338.0,1713.0,1296.0
-356.0,-212.0,1308.0
-311.0,1288.0,1277.0
-138.0,1296.0,-230.0
-212.0,-356.0,-233.0
-239.0,177.0,1497.0
-338.0,-392.0,396.0
-338.0,-293.0,1462.0
-172.0,-329.0,1308.0
1491.0,1530.0,1495.0
-217.0,1729.0,1335.0
-338.0,1519.0,-215.0
-188.0,1526.0,252.0
-392.0,1297.0,-356.0
