OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
-246.0,-347.0,-529.0
-221.0,1740.0,-1307.0
-298.0,1342.0,-1597.0
-123.0,1254.0,-274.0
-123.0,1617.0,1389.0
-356.0,-139.0,1455.0
-392.0,-392.0,1063.0
-392.0,55.0,1199.0
-374.0,55.0,1427.0
-323.0,-195.0,1134.0
-138.0,1370.0,1267.0
-520.0,-392.0,1125.0
-394.0,-114.0,-329.0
-302.0,-329.0,1090.0
-362.0,-87.0,1219.0
-355.0,-338.0,-135.0
24.0,30.0,179.0
-194.0,-320.0,1353.0
-222.0,-205.0,229.0
-6.0,-230.0,-374.0
-392.0,160.0,1380.0
-370.0,-392.0,1270.0
-338.0,-117.0,1461.0
-320.0,-164.0,1272.0
-1207.0,-311.0,1210.0
-434.0,-88.0,-168.0
-374.0,-356.0,1263.0
-131.0,-311.0,1252.0
-338.0,-36.0,-302.0
-374.0,-126.0,1048.0
-356.0,1077.0,1434.0
-356.0,12.0,1188.0
1335.0,211.0,1277.0
-392.0,159.0,204.0
1338.0,-156.0,-293.0
-338.0,5.0,-45.0
113.0,1176.0,1404.0
-214.0,-374.0,1274.0
-198.0,-338.0,-195.0
-261.0,-392.0,1261.0
1332.0,-356.0,1479.0
36.0,1235.0,110.0
-2849.0,-485.0,-374.0
-375.0,-293.0,1179.0
-392.0,-253.0,1136.0
-374.0,-106.0,-320.0
-223.0,-239.0,-392.0
-146.0,1558.0,200.0
-257.0,1527.0,1230.0
-233.0,1289.0,-226.0
-59.0,1214.0,1126.0
-360.0,1164.0,1151.0
-293.0,1272.0,1604.0
-211.0,1225.0,1395.0
-173.0,1112.0,1275.0
66.0,1235.0,1229.0
367.0,1218.0,1300.0
-275.0,86.0,1300.0
-293.0,1287.0,-186.0
-356.0,-39.0,-3.0
-148.0,1286.0,1224.0
-106.0,1306.0,-122.0
-158.0,-75.0,1298.0
-167.0,1234.0,-221.0
-375.0,1375.0,-177.0
-66.0,-320.0,1734.0
-192.0,1160.0,1488.0
84.0,1189.0,1719.0
-356.0,-374.0,1477.0
-144.0,-87.0,-311.0
1332.0,-335.0,1341.0
-157.0,-240.0,-235.0
-374.0,-105.0,191.0
-118.0,3.0,-205.0
-230.0,-105.0,176.0
-374.0,-356.0,-133.0
12.0,-338.0,-311.0
-218.0,12.0,1498.0
-162.0,-36.0,-356.0
-230.0,-320.0,1500.0
-56.0,-69.0,404.0
-1363.0,-186.0,-150.0
-207.0,1513.0,1300.0
-329.0,1332.0,1722.0
-338.0,-63.0,1279.0
-95.0,1529.0,84.0
-319.0,-257.0,-293.0
-225.0,-311.0,1508.0
-223.0,-311.0,1295.0
-388.0,1513.0,1294.0
-87.0,668.0,57.0
-646.0,-293.0,1315.0
-27.0,-249.0,1505.0
-87.0,30.0,91.0
-100.0,-356.0,1323.0
1529.0,126.0,180.0
-53.0,-374.0,1293.0
-114.0,1316.0,1491.0
-338.0,175.0,1292.0
-230.0,-329.0,1293.0
68.0,-212.0,1288.0
84.0,1525.0,1476.0
-391.0,-374.0,-54.0
-392.0,1526.0,1296.0
-374.0,1529.0,1312.0
168.0,-302.0,-220.0
111.0,-392.0,-356.0
-168.0,1292.0,1492.0
-248.0,-356.0,-209.0
1732.0,1296.0,-356.0
-392.0,1302.0,-320.0
-133.0,1292.0,1292.0
-203.0,225.0,23.0
-129.0,1520.0,-15.0
480.0,1288.0,1329.0
-2.0,1314.0,-123.0
-293.0,107.0,1496.0
1527.0,-239.0,-34.0
-239.0,1294.0,259.0
-338.0,1739.0,-102.0
-230.0,1287.0,186.0
-212.0,-329.0,-29.0
271.0,-22.0,1294.0
-143.0,-311.0,1681.0
