OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
1706.0,-492.0,1331.0
-364.0,1515.0,1199.0
-356.0,1414.0,1307.0
-392.0,1241.0,1239.0
-40.0,253.0,1232.0
-227.0,1336.0,1334.0
-356.0,-249.0,-141.0
-175.0,-135.0,-66.0
-352.0,-320.0,-462.0
-234.0,-87.0,258.0
-320.0,-374.0,-320.0
-320.0,420.0,204.0
-230.0,-87.0,1426.0
-27.0,-374.0,995.0
-87.0,-356.0,29.0
-329.0,125.0,1481.0
-183.0,-356.0,1447.0
-309.0,-329.0,82.0
-830.0,-356.0,1438.0
-392.0,1236.0,1230.0
-141.0,-374.0,1525.0
-374.0,1277.0,1048.0
-81.0,1097.0,-32.0
-203.0,-320.0,1074.0
-214.0,1302.0,1192.0
-329.0,-203.0,-239.0
-338.0,-338.0,-105.0
-320.0,39.0,1686.0
-144.0,-38.0,-141.0
-68.0,-329.0,-150.0
-32.0,-311.0,391.0
-387.0,16.0,1215.0
-517.0,1211.0,1268.0
-489.0,-41.0,1178.0
-374.0,1222.0,1196.0
-356.0,1279.0,1122.0
-22.0,1135.0,66.0
-323.0,-329.0,-123.0
-338.0,-159.0,1200.0
-203.0,1279.0,1465.0
-236.0,-27.0,-168.0
-130.0,1299.0,1450.0
-3112.0,-132.0,1460.0
-282.0,-329.0,-124.0
-266.0,1319.0,165.0
-338.0,1286.0,-159.0
-435.0,-268.0,1466.0
-392.0,1444.0,1149.0
-166.0,1219.0,1447.0
-392.0,1318.0,1195.0
-338.0,1485.0,191.0
22.0,1273.0,501.0
-358.0,1652.0,-329.0
-203.0,1237.0,-93.0
-320.0,1201.0,-257.0
-311.0,-217.0,-275.0
-302.0,1084.0,1256.0
-320.0,1049.0,1264.0
-374.0,1232.0,-287.0
-220.0,1106.0,1180.0
-320.0,-15.0,28.0
-392.0,1648.0,-311.0
-114.0,1231.0,1282.0
1317.0,1717.0,1192.0
-392.0,1730.0,1272.0
1286.0,1532.0,1729.0
-203.0,1537.0,1314.0
-254.0,1526.0,1282.0
1317.0,1530.0,-124.0
79.0,1331.0,1313.0
-266.0,1732.0,1516.0
-86.0,-15.0,1289.0
8.0,-356.0,1299.0
-83.0,-338.0,-69.0
-401.0,-87.0,-15.0
-150.0,-141.0,-230.0
-300.0,-168.0,-150.0
-374.0,-159.0,1292.0
-401.0,-392.0,1283.0
-251.0,-249.0,-302.0
-189.0,1329.0,-195.0
-266.0,-54.0,1294.0
-137.0,111.0,-392.0
1484.0,1532.0,-133.0
-111.0,-374.0,-293.0
-259.0,1717.0,-168.0
-231.0,-392.0,-105.0
-356.0,23.0,-320.0
290.0,-311.0,57.0
-210.0,20.0,1277.0
-338.0,-320.0,-329.0
-392.0,1530.0,207.0
-302.0,-356.0,1292.0
211.0,530.0,1514.0
-374.0,200.0,1304.0
-356.0,1732.0,1725.0
-392.0,66.0,1492.0
-141.0,1295.0,-338.0
-212.0,-356.0,1487.0
-392.0,-329.0,1292.0
-166.0,1296.0,1296.0
-105.0,-356.0,1517.0
-338.0,-203.0,1487.0
55.0,-159.0,1502.0
-141.0,-87.0,1530.0
57.0,1332.0,1291.0
-49.0,3.0,-374.0
-91.0,1736.0,1707.0
-155.0,-183.0,1295.0
56.0,1524.0,-204.0
-266.0,-70.0,1295.0
-257.0,1332.0,-230.0
-141.0,-329.0,84.0
-356.0,1283.0,1479.0
-462.0,21.0,1296.0
-311.0,-236.0,1492.0
-15.0,-338.0,1533.0
-634.0,-230.0,1465.0
-160.0,-55.0,1304.0
-267.0,1296.0,1497.0
-356.0,-302.0,1316.0
-356.0,-374.0,1266.0
-133.0,286.0,1483.0
-239.0,1294.0,1294.0
-79.0,76.0,1281.0
-96.0,-392.0,1293.0
1298.0,1285.0,1273.0
-201.0,-293.0,1294.0
-293.0,-132.0,-335.0
1509.0,21.0,-65.0
-200.0,1290.0,1495.0
1306.0,-320.0,1724.0
197.0,1303.0,110.0
3.0,1320.0,1287.0
1497.0,-356.0,1287.0
-293.0,-356.0,1284.0
-302.0,1511.0,3.0
-56.0,-293.0,-186.0
-232.0,1489.0,-183.0
1296.0,1297.0,-272.0
-374.0,1303.0,-329.0
-401.0,1280.0,1518.0
-215.0,1304.0,1295.0
-329.0,-186.0,-320.0
-374.0,-87.0,-114.0
1283.0,-230.0,1687.0
-170.0,1696.0,1496.0
-5.0,1484.0,1497.0
-329.0,-103.0,-401.0
-401.0,1287.0,1534.0
1297.0,1516.0,1496.0
270.0,-320.0,-311.0
66.0,1516.0,1281.0
-338.0,48.0,1490.0
-374.0,1267.0,-329.0
