OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
-529.0,1544.0,1337.0
1515.0,-60.0,1234.0
-688.0,-356.0,-215.0
-329.0,-293.0,-221.0
-223.0,1256.0,-311.0
-260.0,-356.0,-270.0
-331.0,-320.0,1638.0
-329.0,-311.0,1207.0
-257.0,58.0,1425.0
-338.0,-329.0,1214.0
-248.0,48.0,55.0
-320.0,-36.0,1278.0
1331.0,-320.0,1699.0
-302.0,1024.0,-146.0
-365.0,193.0,-368.0
340.0,30.0,1274.0
-242.0,1444.0,1491.0
-356.0,-392.0,1524.0
-173.0,-133.0,-338.0
-320.0,-293.0,1483.0
-212.0,111.0,1496.0
1738.0,-329.0,1293.0
-329.0,-392.0,1322.0
-266.0,-444.0,1317.0
1326.0,-356.0,-329.0
-293.0,-320.0,-356.0
-212.0,-263.0,1727.0
-329.0,-374.0,-356.0
-165.0,-338.0,1496.0
-239.0,-239.0,1533.0
1548.0,-87.0,-186.0
-392.0,-132.0,1493.0
-338.0,-392.0,154.0
-392.0,129.0,1315.0
-221.0,-293.0,-356.0
-190.0,-36.0,1732.0
-356.0,1371.0,-101.0
-257.0,1253.0,474.0
105.0,375.0,300.0
-472.0,-203.0,271.0
-320.0,-159.0,1321.0
-248.0,1475.0,-29.0
-43.0,1497.0,24.0
-227.0,84.0,-221.0
-291.0,216.0,1547.0
-374.0,388.0,-195.0
1509.0,168.0,-150.0
-311.0,1530.0,1336.0
-302.0,-54.0,1484.0
-293.0,-356.0,-329.0
7.0,1273.0,1530.0
-356.0,-141.0,211.0
-295.0,1732.0,-374.0
-329.0,1315.0,-132.0
-222.0,-392.0,-392.0
-311.0,-320.0,-320.0
-329.0,-54.0,-320.0
-230.0,175.0,-275.0
-133.0,1538.0,-392.0
-137.0,-356.0,-392.0
-401.0,1525.0,1296.0
-239.0,-329.0,177.0
-237.0,1498.0,-168.0
-476.0,1317.0,-123.0
-338.0,1332.0,-311.0
-185.0,220.0,170.0
-311.0,1.0,1291.0
-257.0,-69.0,-311.0
-328.0,1293.0,1679.0
-166.0,-203.0,1292.0
-320.0,211.0,1488.0
-356.0,26.0,1292.0
-198.0,-302.0,-129.0
-338.0,-320.0,-46.0
-257.0,180.0,1286.0
-269.0,-374.0,1282.0
84.0,-87.0,1481.0
-302.0,-392.0,1292.0
-244.0,-239.0,185.0
-338.0,1316.0,1295.0
-172.0,-392.0,1285.0
-54.0,1531.0,-302.0
-177.0,1537.0,1289.0
-304.0,-356.0,230.0
1278.0,-114.0,-105.0
-141.0,-329.0,352.0
-221.0,1334.0,1490.0
-311.0,57.0,1296.0
-105.0,-155.0,-356.0
-320.0,1538.0,1497.0
-302.0,172.0,39.0
-197.0,1732.0,1498.0
-290.0,1298.0,1710.0
-247.0,1296.0,1271.0
-329.0,-211.0,-54.0
-338.0,1301.0,-186.0
-311.0,1491.0,16.0
-384.0,30.0,1272.0
-338.0,1708.0,-132.0
-338.0,1308.0,-87.0
-392.0,-105.0,-356.0
-69.0,-87.0,1724.0
-135.0,1725.0,-105.0
-302.0,-183.0,1688.0
1441.0,1510.0,-329.0
-392.0,-293.0,1321.0
-144.0,-356.0,1691.0
-392.0,-356.0,1500.0
-388.0,1524.0,1311.0
-374.0,1288.0,-150.0
1746.0,1313.0,11.0
-87.0,-320.0,1289.0
61.0,1298.0,-203.0
-166.0,1494.0,-234.0
127.0,1292.0,1480.0
-105.0,-154.0,1505.0
1296.0,188.0,-150.0
-329.0,1294.0,1522.0
1303.0,-392.0,1254.0
1297.0,-356.0,1533.0
-392.0,-374.0,-257.0
-311.0,1722.0,1303.0
-132.0,-87.0,1308.0
-320.0,-138.0,1290.0
57.0,-123.0,1487.0
-156.0,-392.0,-59.0
-197.0,1307.0,1495.0
-356.0,78.0,1496.0
-338.0,301.0,1296.0
-1419.0,109.0,1291.0
-379.0,-204.0,1520.0
-374.0,-356.0,1319.0
