OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
-327.0,1328.0,-604.0
1330.0,-237.0,-2233.0
166.0,-401.0,-1184.0
-87.0,183.0,-625.0
-228.0,114.0,-429.0
-220.0,179.0,-725.0
-392.0,-195.0,-1416.0
-274.0,-302.0,-1338.0
-154.0,8.0,-287.0
-108.0,-338.0,-619.0
-159.0,-54.0,-561.0
-293.0,1308.0,-1033.0
-285.0,-329.0,-405.0
-544.0,-356.0,203.0
-125.0,-374.0,1326.0
-329.0,-374.0,1243.0
-182.0,-168.0,1147.0
-386.0,1287.0,1585.0
-329.0,1285.0,1508.0
-242.0,-293.0,-302.0
-246.0,-356.0,-308.0
-329.0,1192.0,1184.0
34.0,1155.0,-405.0
-230.0,154.0,-150.0
-311.0,12.0,-356.0
-237.0,-320.0,-37.0
-220.0,-338.0,-293.0
-329.0,-176.0,-338.0
-680.0,-379.0,-311.0
-185.0,-151.0,-356.0
-51.0,-258.0,-261.0
-545.0,-132.0,-374.0
-548.0,1367.0,-216.0
-356.0,-248.0,-356.0
-38.0,-150.0,-203.0
-374.0,-356.0,19.0
-392.0,-195.0,1195.0
-311.0,-221.0,306.0
-392.0,128.0,-114.0
-1766.0,-293.0,1220.0
-160.0,1061.0,1235.0
-320.0,1428.0,1000.0
-356.0,-453.0,-257.0
-356.0,-203.0,1268.0
-331.0,-111.0,1308.0
-311.0,-226.0,1214.0
-374.0,1204.0,972.0
-311.0,180.0,1244.0
-288.0,-338.0,-150.0
-379.0,-69.0,1339.0
-411.0,1048.0,1279.0
-356.0,1480.0,-401.0
-320.0,-212.0,-239.0
-290.0,1269.0,191.0
-215.0,1513.0,1150.0
-203.0,-224.0,1192.0
-260.0,1246.0,-356.0
-356.0,1296.0,-361.0
-205.0,1273.0,1451.0
-480.0,949.0,1228.0
-356.0,1167.0,-348.0
-356.0,993.0,-278.0
-293.0,-320.0,-293.0
-158.0,-392.0,-291.0
-251.0,-302.0,1486.0
-320.0,-338.0,1159.0
-484.0,-87.0,1405.0
-395.0,1336.0,1243.0
-299.0,66.0,1178.0
-364.0,1528.0,-137.0
-148.0,-392.0,1286.0
-227.0,1530.0,1328.0
-69.0,-293.0,-230.0
-168.0,-302.0,1489.0
-87.0,-69.0,-293.0
1527.0,-212.0,1284.0
-311.0,-320.0,1317.0
-320.0,1503.0,1522.0
-177.0,1313.0,111.0
-1544.0,-311.0,1509.0
-241.0,1730.0,1724.0
-210.0,454.0,-356.0
-257.0,1525.0,254.0
-346.0,1529.0,1302.0
-350.0,1516.0,1298.0
-295.0,1542.0,1309.0
-931.0,39.0,-392.0
-392.0,1286.0,-284.0
-795.0,21.0,-320.0
-132.0,1289.0,1309.0
-209.0,1286.0,1293.0
-392.0,1299.0,-87.0
-356.0,1489.0,-87.0
-392.0,1728.0,-356.0
-374.0,1530.0,1496.0
-329.0,1696.0,-87.0
-266.0,245.0,-239.0
-72.0,1276.0,-114.0
1715.0,1284.0,261.0
-320.0,1293.0,-320.0
-320.0,1507.0,-132.0
-221.0,1499.0,128.0
-98.0,-356.0,1494.0
-254.0,-141.0,1285.0
-174.0,-186.0,1498.0
-212.0,1284.0,-333.0
-176.0,1513.0,1498.0
-75.0,1512.0,1275.0
-356.0,1497.0,12.0
-302.0,-10.0,-61.0
-163.0,-356.0,1290.0
-239.0,-99.0,1493.0
-333.0,1488.0,1686.0
-178.0,-338.0,-688.0
-476.0,-15.0,-27.0
-239.0,1294.0,1284.0
-320.0,1483.0,1330.0
-266.0,1496.0,1275.0
-157.0,239.0,1296.0
-320.0,-105.0,1297.0
-320.0,-356.0,178.0
1532.0,100.0,229.0
-311.0,1295.0,-293.0
-186.0,1487.0,1496.0
-105.0,-113.0,-293.0
-291.0,-338.0,-293.0
-164.0,-150.0,-302.0
-374.0,686.0,-36.0
-87.0,70.0,1496.0
-356.0,-203.0,1296.0
1276.0,-338.0,1485.0
-356.0,-105.0,-266.0
1282.0,-338.0,1741.0
1295.0,37.0,1710.0
-356.0,-239.0,-329.0
-338.0,1687.0,1304.0
-206.0,-212.0,1288.0
-320.0,1520.0,108.0
-239.0,1525.0,1287.0
73.0,1301.0,1294.0
-135.0,-155.0,1289.0
-129.0,1319.0,-293.0
-329.0,-63.0,103.0
-115.0,-72.0,-106.0
-392.0,-320.0,-218.0
-214.0,-338.0,145.0
-236.0,1506.0,1294.0
-114.0,1533.0,1516.0
-230.0,-150.0,-69.0
-302.0,1276.0,-356.0
3.0,1498.0,1493.0
-338.0,204.0,1295.0
1482.0,1316.0,1298.0
-338.0,-123.0,1488.0
-392.0,130.0,-302.0
-195.0,145.0,204.0
-13.0,-356.0,-329.0
1317.0,-239.0,-230.0
-15.0,-195.0,-356.0
1290.0,-45.0,1291.0
-293.0,57.0,-159.0
1299.0,1274.0,1299.0
-293.0,-293.0,1496.0
-150.0,1493.0,-285.0
-302.0,-320.0,178.0
1296.0,160.0,1937.0
16.0,-374.0,1334.0
-141.0,-374.0,1281.0
222.0,113.0,1503.0
1498.0,-212.0,158.0
224.0,-159.0,1296.0
-141.0,1317.0,-329.0
1297.0,1745.0,1492.0
-195.0,-338.0,-150.0
-553.0,1297.0,1293.0
-144.0,1495.0,-356.0
-196.0,-356.0,-329.0
-180.0,-69.0,-329.0
-320.0,1293.0,1515.0
-374.0,-116.0,1288.0
-212.0,1718.0,217.0
-69.0,1313.0,1337.0
-356.0,1287.0,1499.0
-133.0,-392.0,7.0
1296.0,1482.0,1313.0
12.0,1320.0,-338.0
-392.0,1489.0,1296.0
-293.0,-87.0,-212.0
-392.0,-811.0,1917.0
-124.0,1287.0,-154.0
-168.0,1498.0,77.0
-90.0,-105.0,1685.0
