OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
-623.0,1334.0,1436.0
-111.0,-356.0,1299.0
-115.0,-36.0,-115.0
-193.0,-338.0,759.0
-212.0,1518.0,-69.0
-374.0,1189.0,235.0
-320.0,-329.0,-230.0
-293.0,-36.0,-356.0
-356.0,-159.0,-114.0
-183.0,1604.0,-311.0
-329.0,343.0,1220.0
-311.0,82.0,1896.0
-260.0,1271.0,1192.0
-356.0,1214.0,1179.0
-265.0,1088.0,227.0
-320.0,-120.0,1461.0
-183.0,-392.0,-54.0
13.0,137.0,-195.0
-385.0,220.0,1310.0
-316.0,9.0,1487.0
-338.0,1251.0,-147.0
-392.0,91.0,-36.0
-338.0,1203.0,1272.0
-311.0,987.0,1186.0
-347.0,1480.0,1164.0
-217.0,1479.0,-392.0
-311.0,1267.0,1475.0
44.0,314.0,1695.0
-114.0,901.0,1620.0
-684.0,1027.0,-338.0
-392.0,1224.0,-374.0
14.0,-170.0,1646.0
-356.0,1468.0,1228.0
-379.0,-327.0,-226.0
166.0,-286.0,-199.0
-132.0,949.0,-374.0
-528.0,1090.0,-168.0
-246.0,-242.0,-293.0
-108.0,-59.0,-329.0
-243.0,1235.0,84.0
-238.0,1327.0,1284.0
-338.0,1202.0,-320.0
-329.0,-356.0,-239.0
-61.0,1164.0,-239.0
-22.0,1245.0,-320.0
-329.0,-307.0,-87.0
-126.0,1234.0,-338.0
-415.0,1074.0,-27.0
-266.0,-311.0,-69.0
-452.0,-392.0,-338.0
-266.0,1531.0,1238.0
-320.0,-195.0,1445.0
-203.0,1527.0,-69.0
-93.0,1295.0,1156.0
-392.0,-39.0,1097.0
-222.0,1292.0,1184.0
-158.0,1732.0,1227.0
-248.0,1322.0,-565.0
-302.0,1730.0,-230.0
-186.0,-328.0,1396.0
-338.0,1289.0,1091.0
-59.0,208.0,1222.0
-356.0,1485.0,1296.0
-248.0,1334.0,84.0
-311.0,1324.0,1154.0
-311.0,-266.0,1416.0
-424.0,-343.0,1917.0
65.0,1712.0,30.0
-356.0,1297.0,1526.0
-356.0,1322.0,-5.0
-166.0,-374.0,-15.0
-239.0,-239.0,1336.0
-338.0,110.0,-293.0
-317.0,3.0,-221.0
-231.0,-374.0,-311.0
-329.0,1734.0,-392.0
-401.0,1508.0,-132.0
-338.0,1503.0,1532.0
-302.0,1487.0,-311.0
-356.0,-299.0,-356.0
-203.0,-212.0,3.0
-407.0,-312.0,1319.0
-374.0,-36.0,1330.0
-178.0,21.0,1516.0
-180.0,0.0,1522.0
-436.0,-230.0,1518.0
-212.0,1744.0,-401.0
-320.0,-149.0,1293.0
-338.0,-356.0,1299.0
1516.0,1346.0,1301.0
1416.0,1329.0,-338.0
-230.0,1484.0,1331.0
-374.0,-18.0,-270.0
-356.0,1520.0,-230.0
1329.0,305.0,-415.0
-311.0,1293.0,1320.0
-132.0,-329.0,-257.0
1694.0,-338.0,-235.0
-248.0,-36.0,1294.0
-94.0,-36.0,-471.0
-173.0,1524.0,-132.0
-147.0,1480.0,-308.0
-338.0,-257.0,1290.0
-320.0,-114.0,1296.0
-302.0,-239.0,-87.0
-320.0,-374.0,-356.0
-374.0,-76.0,1297.0
-356.0,-87.0,1294.0
-134.0,-212.0,84.0
-172.0,1293.0,-57.0
-274.0,111.0,-329.0
-158.0,-329.0,-239.0
-320.0,-374.0,1293.0
-392.0,1295.0,-15.0
-392.0,-212.0,-213.0
-440.0,1536.0,144.0
-218.0,1287.0,1491.0
-116.0,1288.0,-33.0
-362.0,1288.0,1291.0
-392.0,-238.0,1497.0
-1089.0,-293.0,1719.0
-105.0,1493.0,172.0
-320.0,1530.0,1521.0
-392.0,1716.0,39.0
-1780.0,1493.0,1278.0
84.0,1293.0,1513.0
-392.0,1478.0,275.0
213.0,203.0,1283.0
-283.0,1523.0,1483.0
-356.0,12.0,1292.0
-329.0,1307.0,1254.0
-329.0,-486.0,-257.0
-401.0,-392.0,1295.0
-302.0,-374.0,1293.0
-329.0,1519.0,-320.0
-320.0,-374.0,-338.0
-329.0,1494.0,-210.0
-338.0,-338.0,1280.0
-374.0,-105.0,-356.0
83.0,-203.0,1288.0
73.0,1332.0,84.0
-274.0,66.0,-54.0
-221.0,-293.0,1303.0
-89.0,-15.0,1282.0
-204.0,1528.0,-374.0
-221.0,-195.0,178.0
-221.0,-150.0,1488.0
-225.0,1508.0,1493.0
-88.0,1689.0,39.0
-356.0,226.0,461.0
-311.0,396.0,1695.0
-356.0,-336.0,1291.0
-257.0,-329.0,1493.0
-356.0,-329.0,48.0
-374.0,-186.0,1689.0
-186.0,1519.0,185.0
-329.0,3.0,1311.0
-374.0,-221.0,1509.0
-142.0,128.0,-470.0
-356.0,24.0,-269.0
-329.0,1493.0,1295.0
379.0,-21.0,1328.0
-320.0,1296.0,1517.0
-312.0,1288.0,1496.0
-141.0,1317.0,-229.0
1525.0,1504.0,1289.0
-338.0,339.0,1472.0
-745.0,1486.0,1479.0
-114.0,1735.0,1283.0
-392.0,-311.0,-87.0
32.0,-156.0,1289.0
-293.0,-374.0,1276.0
-356.0,1508.0,-333.0
-149.0,-150.0,-293.0
-356.0,-374.0,-356.0
-311.0,8.0,-311.0
-239.0,-392.0,-320.0
-356.0,-356.0,-392.0
-224.0,216.0,-57.0
1490.0,1498.0,1511.0
-293.0,180.0,1293.0
-36.0,1298.0,1295.0
-356.0,-132.0,-320.0
1296.0,464.0,1298.0
-150.0,-320.0,-294.0
-401.0,-119.0,1706.0
-338.0,-311.0,1481.0
-302.0,-141.0,1292.0
-347.0,1517.0,1680.0
-329.0,-356.0,1733.0
-168.0,1285.0,1500.0
-130.0,-263.0,1291.0
1312.0,-638.0,1306.0
-45.0,-302.0,1290.0
-150.0,-356.0,-123.0
-302.0,1333.0,1497.0
-356.0,1326.0,1278.0
1496.0,1740.0,-356.0
1293.0,1299.0,1481.0
-132.0,-36.0,-356.0
-293.0,1309.0,84.0
1296.0,1492.0,1292.0
-105.0,1304.0,1488.0
-27.0,-338.0,-356.0
1497.0,67.0,-6.0
-329.0,-15.0,450.0
-191.0,115.0,1288.0
1290.0,30.0,1704.0
175.0,-186.0,-329.0
-293.0,-150.0,1535.0
-311.0,-221.0,1293.0
1492.0,-177.0,1528.0
-87.0,-356.0,-320.0
-15.0,-36.0,-374.0
-338.0,1895.0,-203.0
-37.0,1290.0,-338.0
-3821.0,1517.0,-320.0
-150.0,1258.0,1296.0
-352.0,1281.0,-330.0
-226.0,1316.0,-293.0
-108.0,1485.0,-311.0
1328.0,68.0,1319.0
-374.0,-121.0,1288.0
-241.0,6.0,-49.0
-356.0,-392.0,640.0
1332.0,-392.0,-159.0
-392.0,-374.0,-338.0
-123.0,-338.0,-56.0
-338.0,-374.0,1694.0
-212.0,1273.0,-230.0
-392.0,1292.0,-329.0
-329.0,-356.0,1498.0
1299.0,-69.0,-329.0
1498.0,-221.0,1295.0
1495.0,-356.0,119.0
102.0,-356.0,-392.0
-217.0,1.0,404.0
1295.0,-29.0,-34.0
-186.0,-374.0,1280.0
-356.0,1296.0,-288.0
-159.0,-311.0,1491.0
-141.0,-302.0,1301.0
-168.0,268.0,-330.0
1696.0,3.0,-212.0
-212.0,1532.0,1521.0
-159.0,-329.0,-311.0
1498.0,1499.0,1490.0
199.0,1480.0,144.0
-186.0,-356.0,1477.0
-338.0,1500.0,1490.0
-87.0,-356.0,-325.0
310.0,1270.0,-320.0
1291.0,118.0,1298.0
-338.0,1495.0,1495.0
-150.0,1541.0,1485.0
-87.0,1496.0,1294.0
30.0,1284.0,-311.0
1330.0,1290.0,1495.0
-392.0,1473.0,1505.0
1488.0,-302.0,1315.0
37.0,1294.0,1293.0
66.0,1335.0,1286.0
1683.0,-302.0,1294.0
-356.0,64.0,1697.0
-329.0,-338.0,-66.0
-293.0,-230.0,1295.0
1294.0,1292.0,3.0
1320.0,1329.0,-87.0
-529.0,1505.0,1291.0
-392.0,-311.0,222.0
-119.0,-293.0,1291.0
1274.0,1512.0,1490.0
-89.0,-322.0,-374.0
-374.0,-332.0,1290.0
-392.0,1295.0,-243.0
1322.0,1308.0,30.0
-150.0,1291.0,1491.0
-239.0,1301.0,1296.0
-1732.0,1702.0,-187.0
8.0,-45.0,1285.0
-333.0,134.0,1296.0
-15.0,1492.0,-37.0
1537.0,1287.0,1294.0
-302.0,1281.0,-257.0
1294.0,1291.0,-401.0
-347.0,1522.0,19.0
-356.0,1324.0,-45.0
1722.0,1297.0,-374.0
1296.0,1287.0,-159.0
1296.0,1308.0,1487.0
-203.0,-356.0,-320.0
1294.0,-356.0,-401.0
-320.0,-356.0,1287.0
1504.0,1496.0,1511.0
176.0,-221.0,1521.0
1496.0,-329.0,1478.0
245.0,43.0,-392.0
-320.0,281.0,1533.0
-310.0,-302.0,1295.0
-53.0,1290.0,1293.0
