OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
-250.0,1941.0,-547.0
-117.0,1696.0,-646.0
-381.0,163.0,-536.0
-392.0,-44.0,-1252.0
-1179.0,-293.0,-569.0
-456.0,-392.0,-308.0
-163.0,-293.0,-534.0
-392.0,-230.0,-291.0
-320.0,-320.0,1828.0
-329.0,-87.0,1365.0
-168.0,-392.0,1707.0
-401.0,1105.0,-457.0
-133.0,12.0,150.0
-313.0,1433.0,-374.0
-163.0,-329.0,1026.0
-221.0,-330.0,1226.0
-3903.0,1234.0,1657.0
-338.0,1393.0,243.0
-266.0,94.0,-362.0
-356.0,1179.0,1065.0
-338.0,1344.0,-332.0
-180.0,1461.0,1181.0
-1292.0,966.0,16.0
-170.0,1177.0,-45.0
-338.0,1273.0,-29.0
-115.0,1464.0,-302.0
-302.0,1299.0,522.0
-392.0,39.0,1260.0
-233.0,-392.0,-221.0
-230.0,1233.0,-574.0
-374.0,1254.0,-239.0
-320.0,1401.0,1620.0
-19.0,276.0,-323.0
-535.0,-45.0,-244.0
-330.0,-230.0,1232.0
-62.0,-38.0,28.0
-116.0,-311.0,365.0
-141.0,1603.0,1207.0
-329.0,39.0,1241.0
-392.0,1276.0,-150.0
-338.0,1515.0,-433.0
-320.0,157.0,-4.0
-114.0,1003.0,-311.0
-329.0,1656.0,-374.0
-356.0,1106.0,-496.0
-277.0,-338.0,-216.0
-253.0,-141.0,-296.0
-212.0,1158.0,-446.0
-119.0,-329.0,-212.0
-329.0,1534.0,-152.0
-101.0,-392.0,-333.0
-311.0,1319.0,179.0
-354.0,-150.0,1190.0
-433.0,1340.0,1199.0
65.0,-230.0,1170.0
-203.0,-320.0,-356.0
-270.0,1336.0,1234.0
-356.0,-183.0,1482.0
48.0,-329.0,-195.0
-234.0,-141.0,1234.0
-338.0,-311.0,1418.0
1530.0,-311.0,1188.0
-311.0,1332.0,-14.0
-374.0,-117.0,1255.0
-67.0,1337.0,1208.0
-167.0,1304.0,1036.0
-101.0,1293.0,1010.0
-367.0,1313.0,1224.0
-239.0,-356.0,1237.0
-442.0,-356.0,-300.0
-346.0,1292.0,-93.0
-266.0,1280.0,-416.0
-338.0,-320.0,1293.0
-374.0,1738.0,1161.0
-329.0,111.0,1491.0
-135.0,1285.0,-168.0
-239.0,1298.0,-221.0
-302.0,1506.0,1489.0
-329.0,1281.0,1277.0
32.0,1515.0,1497.0
-231.0,1298.0,1537.0
-356.0,-356.0,-222.0
1731.0,1471.0,1321.0
1532.0,1292.0,1509.0
-329.0,1288.0,1295.0
1323.0,21.0,-311.0
1325.0,-150.0,1290.0
-176.0,1316.0,-194.0
-120.0,-212.0,102.0
-320.0,-329.0,-338.0
-293.0,1724.0,-69.0
-123.0,1296.0,1305.0
-148.0,244.0,-69.0
-75.0,-329.0,-23.0
-338.0,1310.0,1492.0
-3543.0,-29.0,1496.0
-11.0,-356.0,1292.0
-392.0,1511.0,1299.0
-374.0,1517.0,1508.0
-356.0,1490.0,1282.0
-293.0,221.0,1477.0
-183.0,1694.0,1269.0
-123.0,-105.0,1522.0
-401.0,-293.0,-338.0
-302.0,62.0,-329.0
-233.0,1299.0,1282.0
1332.0,1280.0,1493.0
-320.0,1293.0,1713.0
-133.0,1739.0,1298.0
-522.0,-329.0,-46.0
-329.0,1292.0,1296.0
-392.0,1295.0,-257.0
-59.0,1301.0,246.0
-338.0,1289.0,1528.0
-764.0,1274.0,57.0
-140.0,1313.0,1496.0
-93.0,1482.0,38.0
-240.0,1293.0,1322.0
-329.0,1501.0,1491.0
-392.0,1281.0,-203.0
-221.0,111.0,1296.0
-187.0,-49.0,-89.0
-931.0,-338.0,1294.0
-320.0,1485.0,-338.0
-221.0,1308.0,-87.0
-114.0,-33.0,1287.0
-78.0,1326.0,1534.0
-311.0,1287.0,-186.0
37.0,1692.0,1712.0
-141.0,1302.0,1275.0
1532.0,-356.0,1505.0
1532.0,-183.0,-15.0
-374.0,-374.0,1540.0
-320.0,-31.0,1512.0
-177.0,-293.0,1265.0
-329.0,-15.0,1297.0
-392.0,1517.0,1302.0
-320.0,-356.0,-141.0
1534.0,-329.0,43.0
-15.0,-13.0,1509.0
445.0,-392.0,1284.0
437.0,1296.0,1312.0
1332.0,57.0,1311.0
-210.0,1500.0,-257.0
-356.0,1731.0,1489.0
-492.0,1509.0,694.0
111.0,1290.0,226.0
1297.0,-212.0,1301.0
-392.0,-374.0,1292.0
159.0,-15.0,239.0
-15.0,84.0,-186.0
-231.0,84.0,1486.0
1291.0,-96.0,1498.0
-87.0,84.0,1530.0
-257.0,-123.0,32.0
-27.0,1303.0,1481.0
1725.0,1301.0,26.0
-320.0,1503.0,401.0
314.0,-173.0,-139.0
444.0,-212.0,1296.0
-293.0,1741.0,-34.0
-320.0,1529.0,1281.0
-293.0,1508.0,-54.0
-392.0,1282.0,-374.0
-293.0,1316.0,-374.0
-251.0,-150.0,1316.0
1295.0,233.0,-356.0
1306.0,-168.0,-105.0
-329.0,107.0,-356.0
-16.0,3.0,-320.0
-87.0,-329.0,294.0
48.0,-29.0,-392.0
-249.0,66.0,-320.0
1305.0,-36.0,110.0
12.0,-212.0,111.0
-338.0,-69.0,270.0
