OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
-356.0,-664.0,1542.0
-338.0,55.0,1502.0
-160.0,-87.0,-392.0
11.0,-409.0,1166.0
66.0,-212.0,-68.0
-356.0,1230.0,-338.0
-540.0,1169.0,1115.0
-178.0,77.0,-293.0
-257.0,1294.0,1302.0
-311.0,-239.0,1447.0
-54.0,-356.0,-329.0
-366.0,1221.0,-374.0
-320.0,1254.0,43.0
-407.0,1253.0,1225.0
-230.0,-392.0,-356.0
-298.0,-392.0,1385.0
-263.0,-36.0,1474.0
-189.0,1389.0,1210.0
-356.0,1328.0,1470.0
-320.0,-203.0,1238.0
-330.0,201.0,127.0
-374.0,1439.0,-392.0
-356.0,1027.0,-87.0
-392.0,1230.0,1215.0
-125.0,1165.0,200.0
-116.0,-154.0,-141.0
-122.0,1429.0,1411.0
-349.0,1172.0,-53.0
-392.0,1394.0,1117.0
-345.0,-45.0,-320.0
-468.0,1030.0,1543.0
-338.0,-339.0,-99.0
-67.0,1475.0,1278.0
-148.0,1425.0,1528.0
-280.0,1157.0,1327.0
-329.0,1038.0,404.0
-203.0,-320.0,1297.0
-293.0,-9.0,1325.0
-202.0,-329.0,1528.0
-87.0,-392.0,1739.0
10.0,1315.0,1530.0
-311.0,66.0,1530.0
-392.0,-203.0,-34.0
-144.0,180.0,1497.0
-123.0,1371.0,1307.0
-888.0,1281.0,1495.0
-81.0,1218.0,1296.0
-374.0,1408.0,1496.0
-374.0,1230.0,1290.0
-356.0,-379.0,1532.0
-320.0,-338.0,1305.0
-19.0,-392.0,1515.0
-249.0,-33.0,1490.0
-239.0,-338.0,1276.0
-98.0,12.0,1705.0
-377.0,-195.0,-15.0
-208.0,-87.0,-329.0
53.0,-230.0,-114.0
-324.0,164.0,1490.0
-178.0,66.0,-211.0
-255.0,-230.0,1732.0
-338.0,21.0,1495.0
-53.0,197.0,-230.0
-320.0,-401.0,-114.0
-239.0,1732.0,1296.0
-338.0,-87.0,159.0
-311.0,1732.0,-132.0
-320.0,-195.0,-195.0
-338.0,-392.0,1290.0
-392.0,1331.0,387.0
-221.0,48.0,-356.0
-158.0,-406.0,-141.0
-338.0,-338.0,1293.0
-329.0,128.0,1328.0
-338.0,-230.0,-329.0
-356.0,-356.0,1280.0
-338.0,-293.0,1524.0
-275.0,-230.0,1521.0
-320.0,-329.0,1738.0
-347.0,1531.0,-203.0
1332.0,1327.0,1291.0
-54.0,-329.0,-53.0
-311.0,1531.0,-123.0
168.0,-356.0,1313.0
-356.0,1321.0,1286.0
-311.0,1316.0,-212.0
-320.0,-203.0,1296.0
-464.0,66.0,-392.0
-374.0,-401.0,-329.0
-329.0,1738.0,230.0
-187.0,1531.0,171.0
-320.0,-87.0,-311.0
-85.0,-329.0,-329.0
-148.0,1333.0,1278.0
-392.0,1532.0,1488.0
-137.0,-329.0,1520.0
-392.0,1524.0,1516.0
-206.0,1732.0,-203.0
-245.0,1340.0,1294.0
-576.0,-338.0,1725.0
-104.0,-384.0,1496.0
-392.0,126.0,1292.0
-413.0,-356.0,1726.0
-320.0,-329.0,1321.0
-277.0,1532.0,1533.0
-293.0,-329.0,-150.0
-319.0,-374.0,-105.0
-320.0,-374.0,28.0
-356.0,-188.0,1265.0
-66.0,-98.0,-203.0
-232.0,-105.0,1457.0
-351.0,-141.0,1494.0
-320.0,1525.0,-254.0
-184.0,1316.0,-392.0
-374.0,178.0,266.0
-311.0,1934.0,-119.0
-293.0,1484.0,1292.0
-392.0,-329.0,1483.0
-320.0,-69.0,-320.0
-329.0,106.0,1715.0
-203.0,-320.0,1316.0
1322.0,1525.0,-311.0
1732.0,-257.0,1288.0
1725.0,-293.0,1297.0
-374.0,-87.0,1511.0
-338.0,1733.0,-311.0
-315.0,1730.0,-87.0
-116.0,1503.0,84.0
-203.0,16.0,1278.0
57.0,203.0,1474.0
1496.0,37.0,1487.0
-356.0,1529.0,-329.0
-230.0,-356.0,-293.0
172.0,1716.0,1498.0
-162.0,1521.0,1281.0
-392.0,1324.0,1508.0
-694.0,-176.0,-320.0
-182.0,1295.0,-407.0
-444.0,48.0,1495.0
-320.0,-99.0,-248.0
-257.0,-105.0,-221.0
-320.0,-288.0,1492.0
1294.0,-392.0,-320.0
-320.0,16.0,1295.0
-392.0,-329.0,1500.0
-221.0,1496.0,1718.0
-374.0,-329.0,1294.0
391.0,-266.0,-351.0
-329.0,-338.0,1484.0
1507.0,228.0,1496.0
-320.0,-209.0,1538.0
-550.0,1737.0,-257.0
-594.0,1297.0,-227.0
-83.0,1296.0,1300.0
1517.0,1313.0,-392.0
-374.0,-392.0,1743.0
-320.0,-392.0,-63.0
-142.0,-374.0,-207.0
-174.0,1308.0,-138.0
-356.0,1282.0,1294.0
-356.0,1279.0,1513.0
-181.0,1693.0,67.0
-329.0,1515.0,-329.0
-77.0,1502.0,223.0
-1316.0,1492.0,-329.0
-553.0,21.0,1501.0
-293.0,-257.0,71.0
-356.0,-293.0,-132.0
-374.0,-186.0,1289.0
-320.0,-150.0,-126.0
-198.0,1310.0,1276.0
-455.0,-195.0,-15.0
-45.0,-356.0,1497.0
1295.0,1745.0,-87.0
-186.0,-333.0,-356.0
-329.0,-123.0,-147.0
-320.0,-329.0,1494.0
197.0,202.0,-159.0
-257.0,-210.0,1478.0
1480.0,1491.0,1525.0
325.0,1282.0,1726.0
-221.0,1491.0,-374.0
-329.0,1285.0,-147.0
-195.0,1333.0,-293.0
-293.0,1334.0,-186.0
1497.0,-302.0,1289.0
-356.0,1506.0,1287.0
-335.0,1296.0,1312.0
-356.0,77.0,1541.0
-329.0,1303.0,1317.0
-356.0,1670.0,-392.0
-401.0,30.0,-392.0
-320.0,-329.0,1693.0
73.0,1486.0,-180.0
208.0,1324.0,-36.0
-338.0,1296.0,-329.0
1297.0,1294.0,1299.0
-203.0,1472.0,-302.0
-374.0,1303.0,1336.0
1296.0,1713.0,-329.0
-15.0,1488.0,1292.0
-311.0,1529.0,-329.0
-126.0,-150.0,-150.0
-15.0,-58.0,161.0
1499.0,-97.0,1301.0
-392.0,1288.0,-114.0
-230.0,-311.0,-356.0
-288.0,-311.0,-273.0
-338.0,-374.0,-186.0
1298.0,199.0,1286.0
-374.0,-356.0,191.0
-45.0,1495.0,-320.0
-161.0,1304.0,-392.0
-374.0,-356.0,21.0
-356.0,-374.0,1324.0
-181.0,12.0,1284.0
-623.0,-150.0,1314.0
1307.0,184.0,1500.0
-87.0,-12.0,1325.0
-257.0,-158.0,1694.0
-356.0,-154.0,1506.0
-356.0,1326.0,-211.0
-230.0,1500.0,-133.0
1489.0,-338.0,1295.0
-392.0,48.0,1520.0
1296.0,1291.0,-105.0
-45.0,-392.0,1297.0
200.0,42.0,229.0
-356.0,-356.0,-278.0
1292.0,-311.0,-320.0
128.0,1521.0,1285.0
-356.0,1485.0,1291.0
-301.0,1536.0,20.0
-372.0,178.0,1325.0
1300.0,1307.0,-320.0
1324.0,-356.0,1487.0
-329.0,1295.0,1331.0
1314.0,-320.0,1492.0
-356.0,66.0,-329.0
-329.0,-329.0,-151.0
-374.0,-293.0,1492.0
-167.0,-392.0,-257.0
-155.0,1289.0,-320.0
192.0,1296.0,-53.0
-392.0,453.0,1729.0
1296.0,1293.0,1285.0
-356.0,-249.0,1292.0
3.0,-212.0,-311.0
-176.0,-36.0,-107.0
-302.0,-329.0,1711.0
-111.0,435.0,1486.0
1480.0,-230.0,125.0
1495.0,1287.0,1494.0
1307.0,-338.0,-293.0
-141.0,-329.0,1724.0
-338.0,252.0,1489.0
-356.0,30.0,1283.0
-374.0,1294.0,1264.0
-108.0,1490.0,-87.0
1294.0,1284.0,84.0
-311.0,1292.0,1491.0
81.0,-239.0,-329.0
180.0,77.0,1229.0
-228.0,-320.0,1497.0
-320.0,-329.0,1262.0
-392.0,-45.0,1291.0
-230.0,-150.0,-293.0
-392.0,-69.0,357.0
-338.0,66.0,-356.0
1520.0,-329.0,1297.0
1496.0,-87.0,-150.0
-320.0,-194.0,1299.0
-356.0,232.0,-374.0
1296.0,-356.0,-374.0
-353.0,-221.0,-338.0
-329.0,1278.0,1495.0
-392.0,1494.0,1312.0
-538.0,-338.0,1719.0
-167.0,-164.0,1478.0
-253.0,-320.0,-196.0
-240.0,-293.0,1298.0
-329.0,-293.0,189.0
-451.0,-99.0,-329.0
-119.0,-320.0,125.0
-66.0,30.0,1286.0
-112.0,-329.0,1292.0
230.0,-69.0,298.0
-49.0,-338.0,-156.0
1689.0,1462.0,1281.0
-15.0,-87.0,1317.0
-392.0,-374.0,1294.0
456.0,-356.0,21.0
-392.0,-392.0,1317.0
-15.0,-54.0,1310.0
-293.0,-58.0,-275.0
-226.0,-311.0,1273.0
-172.0,-392.0,-302.0
-329.0,-356.0,30.0
-540.0,-122.0,1683.0
-110.0,1539.0,216.0
