OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
-212.0,1940.0,1342.0
-136.0,-403.0,427.0
-213.0,1420.0,-36.0
-293.0,1079.0,-51.0
-174.0,1079.0,-212.0
-293.0,-302.0,69.0
-151.0,1266.0,-87.0
-284.0,1489.0,-232.0
-286.0,1525.0,1470.0
-166.0,1267.0,248.0
-293.0,-320.0,1152.0
-131.0,134.0,1055.0
-329.0,-133.0,1382.0
-311.0,953.0,1316.0
-320.0,-329.0,1204.0
-239.0,8.0,1080.0
-293.0,850.0,57.0
-257.0,1236.0,1223.0
-26.0,1273.0,1446.0
-119.0,-79.0,1434.0
-225.0,-311.0,-439.0
-139.0,-43.0,-278.0
-257.0,1190.0,1365.0
-159.0,-50.0,-337.0
-1173.0,1151.0,-257.0
76.0,247.0,-320.0
0.0,1437.0,-293.0
-218.0,1370.0,-329.0
-392.0,1255.0,-203.0
-266.0,1154.0,349.0
-392.0,998.0,1032.0
18.0,1110.0,-41.0
-266.0,185.0,1010.0
-236.0,-329.0,1430.0
-148.0,1175.0,-195.0
-320.0,154.0,-356.0
-374.0,1206.0,1165.0
-8.0,1359.0,1159.0
-146.0,1184.0,1466.0
-268.0,1508.0,-195.0
-239.0,1258.0,1244.0
-374.0,1483.0,1291.0
-210.0,1278.0,16.0
-338.0,1132.0,-329.0
-127.0,1214.0,-159.0
-158.0,392.0,935.0
-131.0,160.0,1358.0
-268.0,1078.0,421.0
-338.0,119.0,1242.0
-329.0,1065.0,-149.0
-293.0,-295.0,1185.0
-392.0,174.0,1318.0
-295.0,-604.0,1262.0
-374.0,-129.0,-204.0
-81.0,1084.0,-242.0
-221.0,-338.0,-302.0
-260.0,-186.0,1147.0
-311.0,-329.0,-329.0
-209.0,48.0,1134.0
-329.0,-131.0,-119.0
-374.0,-329.0,1432.0
-329.0,-293.0,-295.0
-212.0,-123.0,1177.0
-392.0,1507.0,1394.0
-380.0,1498.0,1520.0
1534.0,-109.0,-239.0
1538.0,-123.0,1338.0
-329.0,1308.0,1720.0
-311.0,1275.0,1545.0
-338.0,1315.0,1295.0
-320.0,1486.0,1297.0
-302.0,1289.0,1733.0
-87.0,-320.0,1298.0
-392.0,-257.0,-238.0
1536.0,-69.0,1304.0
-161.0,-46.0,1721.0
-185.0,1283.0,1725.0
-320.0,-293.0,-302.0
-356.0,-195.0,-115.0
-86.0,-320.0,1532.0
-392.0,-329.0,1532.0
-323.0,1318.0,19.0
-227.0,182.0,-105.0
-214.0,1493.0,1301.0
-36.0,-293.0,-302.0
-63.0,1295.0,1297.0
-338.0,-120.0,1280.0
-392.0,-392.0,1921.0
-356.0,1495.0,1518.0
1531.0,-329.0,-374.0
-27.0,1298.0,1315.0
-320.0,1289.0,1.0
-203.0,1290.0,-356.0
-134.0,1290.0,1725.0
-176.0,1303.0,-64.0
-88.0,102.0,1520.0
-293.0,-186.0,1532.0
-392.0,-22.0,1520.0
-144.0,1499.0,1327.0
