OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
-67.0,1540.0,1542.0
-356.0,89.0,-150.0
-293.0,-378.0,-194.0
-374.0,1237.0,-199.0
-223.0,-392.0,-330.0
-221.0,-356.0,1328.0
-319.0,-392.0,1276.0
-311.0,-186.0,1113.0
-55.0,-320.0,-15.0
-166.0,-329.0,1469.0
-332.0,-293.0,1291.0
-247.0,-31.0,1454.0
-316.0,-329.0,1644.0
-298.0,-311.0,1475.0
-165.0,-28.0,1132.0
-208.0,-132.0,1374.0
-36.0,-293.0,-293.0
-327.0,1251.0,-374.0
-766.0,1459.0,-203.0
-130.0,1159.0,-150.0
-360.0,1314.0,-15.0
-306.0,1225.0,1430.0
-338.0,1446.0,1529.0
55.0,1069.0,1685.0
-147.0,81.0,-320.0
-392.0,1242.0,168.0
-158.0,-293.0,1657.0
-214.0,-168.0,1264.0
-208.0,-320.0,1111.0
-131.0,151.0,-193.0
-121.0,-222.0,167.0
-356.0,1243.0,1124.0
-293.0,-145.0,1383.0
-356.0,-374.0,1232.0
-356.0,-168.0,1469.0
-204.0,-356.0,103.0
-143.0,-374.0,1578.0
-364.0,-329.0,-374.0
-320.0,1454.0,1233.0
-63.0,-209.0,1193.0
-498.0,1056.0,1301.0
-216.0,1335.0,1355.0
-975.0,1263.0,1279.0
-374.0,-374.0,-87.0
-392.0,-116.0,1218.0
-356.0,-140.0,193.0
-392.0,-311.0,-320.0
-793.0,-338.0,1173.0
-230.0,1242.0,1241.0
-308.0,-15.0,1330.0
-380.0,-338.0,-320.0
-226.0,1619.0,-329.0
-320.0,256.0,-302.0
-98.0,1236.0,-293.0
-214.0,1449.0,66.0
-213.0,1171.0,-329.0
-392.0,-374.0,31.0
-172.0,1347.0,1279.0
-355.0,1283.0,1293.0
-293.0,-230.0,12.0
-338.0,-338.0,1293.0
-1679.0,-195.0,1297.0
-157.0,-150.0,-392.0
-447.0,-320.0,-123.0
-46.0,102.0,39.0
-392.0,-356.0,1317.0
-72.0,-329.0,-320.0
-202.0,1292.0,12.0
44.0,-311.0,133.0
-293.0,57.0,128.0
-248.0,-257.0,180.0
-209.0,1296.0,-320.0
-392.0,1712.0,-329.0
-311.0,1707.0,1522.0
-183.0,1488.0,-239.0
-257.0,1685.0,1524.0
-374.0,1489.0,5.0
-338.0,1504.0,1334.0
47.0,1267.0,1336.0
-256.0,1491.0,-98.0
-248.0,91.0,1533.0
-26.0,-266.0,-87.0
-329.0,404.0,-105.0
-156.0,1288.0,1511.0
-311.0,-161.0,-302.0
-356.0,-329.0,-87.0
-392.0,-36.0,-105.0
-374.0,-338.0,-401.0
26.0,-320.0,1296.0
-665.0,-374.0,-401.0
-154.0,-356.0,-221.0
-135.0,-105.0,-195.0
-338.0,12.0,1295.0
-356.0,-99.0,1310.0
-338.0,-249.0,118.0
-320.0,-401.0,1274.0
-392.0,-374.0,1285.0
-242.0,-356.0,-401.0
-79.0,1295.0,-54.0
-401.0,1294.0,1496.0
-224.0,-280.0,-392.0
-318.0,-356.0,1295.0
-376.0,-320.0,1307.0
-302.0,-356.0,1301.0
-377.0,1330.0,1286.0
-148.0,-69.0,1503.0
-234.0,-302.0,1918.0
-392.0,1290.0,1516.0
-338.0,1293.0,252.0
-329.0,-188.0,1709.0
-259.0,1698.0,1289.0
-392.0,25.0,-329.0
-240.0,-87.0,-323.0
-199.0,1296.0,-313.0
-111.0,-69.0,1488.0
-392.0,1283.0,12.0
-422.0,1303.0,-338.0
-312.0,80.0,-356.0
-256.0,-338.0,30.0
-59.0,1293.0,-207.0
-195.0,1295.0,-221.0
-26.0,-49.0,-302.0
-217.0,245.0,-374.0
-220.0,-116.0,1303.0
-311.0,1296.0,-320.0
-236.0,1343.0,102.0
-329.0,1294.0,89.0
1322.0,1283.0,1305.0
-329.0,1294.0,-161.0
-293.0,-320.0,-132.0
-374.0,-338.0,-320.0
1321.0,-116.0,1498.0
-287.0,1517.0,1496.0
1530.0,-45.0,1325.0
-293.0,181.0,-392.0
-207.0,1730.0,-329.0
-174.0,-311.0,1285.0
-356.0,1731.0,158.0
-297.0,166.0,1291.0
-229.0,1285.0,1471.0
80.0,1490.0,1291.0
-105.0,-257.0,1302.0
-195.0,-114.0,1295.0
-87.0,-159.0,1283.0
-43.0,-87.0,1288.0
-309.0,-338.0,1292.0
-219.0,141.0,1286.0
-329.0,3.0,-192.0
-521.0,1276.0,1297.0
-235.0,1312.0,1293.0
-357.0,-272.0,-70.0
-150.0,1294.0,-221.0
1712.0,1716.0,-132.0
-356.0,1293.0,1293.0
-144.0,1488.0,-250.0
66.0,-392.0,1297.0
-311.0,-302.0,1279.0
1732.0,-374.0,1308.0
-222.0,-320.0,1312.0
-257.0,-320.0,-374.0
1527.0,21.0,-257.0
-354.0,-302.0,-311.0
-374.0,-374.0,-374.0
1733.0,-177.0,1490.0
-150.0,-105.0,1480.0
-356.0,1500.0,1284.0
-1197.0,57.0,1473.0
-374.0,-356.0,1497.0
-320.0,-356.0,162.0
-159.0,-78.0,1286.0
-302.0,1498.0,118.0
-39.0,-230.0,-320.0
-302.0,-105.0,1509.0
161.0,1469.0,154.0
1532.0,1290.0,-317.0
-221.0,-276.0,1517.0
-239.0,1499.0,1493.0
-329.0,100.0,-401.0
-118.0,-356.0,1491.0
-219.0,102.0,1493.0
-185.0,1498.0,1718.0
-186.0,1504.0,1531.0
-202.0,228.0,1294.0
484.0,-338.0,1499.0
-302.0,1488.0,-311.0
-356.0,1682.0,1734.0
-99.0,1327.0,1297.0
-147.0,1294.0,-69.0
-356.0,-320.0,-87.0
-329.0,1305.0,-329.0
1332.0,28.0,1284.0
-230.0,1290.0,1513.0
-374.0,1296.0,-356.0
-338.0,1456.0,673.0
-444.0,1532.0,-320.0
57.0,1317.0,-293.0
-302.0,1533.0,1320.0
173.0,-320.0,1301.0
-374.0,-257.0,1296.0
-374.0,-329.0,1273.0
173.0,-36.0,222.0
-252.0,1316.0,1301.0
-30.0,1515.0,-230.0
-329.0,1293.0,-186.0
-282.0,1724.0,-168.0
405.0,679.0,84.0
-374.0,-105.0,1304.0
-87.0,-374.0,1498.0
-212.0,-401.0,-392.0
-356.0,-61.0,1291.0
-329.0,-320.0,-356.0
-355.0,-320.0,1304.0
-221.0,1510.0,1490.0
-36.0,1323.0,1322.0
-126.0,241.0,-374.0
-293.0,1280.0,-257.0
-338.0,21.0,208.0
1732.0,1501.0,30.0
-320.0,1494.0,-392.0
-114.0,1490.0,-220.0
111.0,1306.0,-311.0
706.0,-356.0,1286.0
1531.0,-329.0,-230.0
-203.0,-329.0,-203.0
-87.0,-150.0,1476.0
1331.0,272.0,-374.0
1539.0,-195.0,1305.0
-392.0,-138.0,-71.0
-356.0,-320.0,-329.0
-114.0,-329.0,1295.0
-392.0,-302.0,1500.0
-186.0,166.0,1287.0
-374.0,-114.0,-392.0
1530.0,-329.0,1296.0
-186.0,1287.0,1312.0
-374.0,-320.0,1294.0
-21.0,-293.0,-241.0
-293.0,-141.0,-97.0
76.0,-356.0,1276.0
-338.0,-329.0,1490.0
111.0,-183.0,1293.0
-293.0,1706.0,1900.0
1347.0,1505.0,1514.0
171.0,1498.0,442.0
-374.0,-293.0,235.0
-311.0,-374.0,1480.0
30.0,1514.0,-293.0
-239.0,1296.0,1315.0
1527.0,-87.0,1331.0
1319.0,-133.0,-320.0
-87.0,-356.0,1291.0
-277.0,-356.0,1492.0
-87.0,-195.0,1288.0
-126.0,84.0,-392.0
36.0,111.0,1490.0
-87.0,1501.0,1337.0
-338.0,237.0,1286.0
-16.0,-293.0,1287.0
199.0,1512.0,1284.0
477.0,-311.0,1294.0
-221.0,-169.0,1485.0
-320.0,1469.0,-230.0
-329.0,1536.0,1728.0
-131.0,1293.0,1288.0
1320.0,1493.0,1337.0
-320.0,1500.0,1314.0
208.0,-195.0,1289.0
-33.0,-293.0,-123.0
-69.0,1295.0,1304.0
-128.0,-39.0,-338.0
-338.0,1305.0,-329.0
-105.0,1268.0,1696.0
-114.0,1335.0,-36.0
-27.0,1717.0,1296.0
1523.0,1296.0,1292.0
1294.0,1293.0,433.0
-54.0,1296.0,1706.0
-214.0,1299.0,-374.0
84.0,1296.0,-293.0
1699.0,-195.0,1495.0
-302.0,1292.0,1296.0
1330.0,1287.0,-105.0
-307.0,1296.0,1483.0
-338.0,1299.0,1337.0
-320.0,-356.0,1295.0
-105.0,-329.0,218.0
-195.0,-311.0,1311.0
-329.0,30.0,1334.0
-221.0,-249.0,1503.0
-524.0,1519.0,1521.0
-311.0,1518.0,-320.0
-71.0,-356.0,-221.0
1508.0,-374.0,419.0
-311.0,1291.0,-374.0
-320.0,-374.0,-281.0
57.0,252.0,1266.0
226.0,-311.0,1307.0
-311.0,1468.0,193.0
1520.0,1295.0,1287.0
12.0,136.0,1476.0
