OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
-329.0,-609.0,-259.0
-392.0,-145.0,-388.0
57.0,-438.0,1571.0
-248.0,-105.0,-430.0
-320.0,295.0,-221.0
-215.0,1270.0,623.0
-203.0,619.0,361.0
-293.0,61.0,-356.0
-391.0,-164.0,-311.0
-230.0,208.0,-87.0
-392.0,-14.0,1557.0
-374.0,1223.0,-221.0
-78.0,1223.0,-392.0
-392.0,1304.0,63.0
-277.0,1529.0,-374.0
-80.0,1280.0,-56.0
-856.0,1206.0,68.0
1288.0,-356.0,-150.0
-169.0,1331.0,1260.0
-186.0,-392.0,1481.0
-374.0,-144.0,-123.0
-166.0,1006.0,70.0
-212.0,1186.0,-281.0
-320.0,263.0,1220.0
-90.0,1289.0,1394.0
-132.0,1026.0,1475.0
-356.0,1219.0,1346.0
-253.0,204.0,1155.0
-292.0,-15.0,-212.0
16.0,-320.0,1451.0
-320.0,-16.0,1298.0
-329.0,1183.0,1468.0
-311.0,-203.0,339.0
-302.0,-132.0,-195.0
-320.0,-266.0,1723.0
1495.0,-320.0,-105.0
-176.0,1158.0,1174.0
-211.0,-195.0,-356.0
-230.0,1346.0,175.0
-136.0,1058.0,1272.0
-203.0,1489.0,1160.0
184.0,1192.0,-70.0
-537.0,-495.0,-374.0
-311.0,-374.0,-203.0
-374.0,-132.0,-338.0
-399.0,1235.0,1288.0
-271.0,-338.0,133.0
-523.0,-222.0,-338.0
-128.0,1293.0,-392.0
-500.0,-293.0,-374.0
93.0,-141.0,437.0
-320.0,1497.0,182.0
-15.0,-338.0,-320.0
-320.0,152.0,1174.0
-329.0,-320.0,-36.0
-268.0,-338.0,1417.0
-230.0,-320.0,1274.0
-257.0,-105.0,1197.0
-338.0,-320.0,262.0
-123.0,-150.0,-293.0
-356.0,-392.0,1463.0
-293.0,1310.0,1285.0
-176.0,1495.0,-150.0
-54.0,1493.0,1275.0
-144.0,1533.0,1327.0
-230.0,1495.0,-38.0
-380.0,-293.0,1747.0
-761.0,-195.0,1916.0
-265.0,-293.0,-356.0
1332.0,-329.0,1491.0
-311.0,-356.0,1340.0
-392.0,434.0,111.0
-135.0,-132.0,1747.0
-311.0,-239.0,2.0
1495.0,1281.0,1300.0
-392.0,-87.0,1689.0
-320.0,-329.0,1298.0
-84.0,-356.0,1527.0
-411.0,-221.0,-392.0
-311.0,254.0,1488.0
-302.0,1280.0,190.0
-144.0,-28.0,-15.0
-249.0,1490.0,1500.0
1727.0,216.0,1495.0
-412.0,-320.0,1523.0
-293.0,-141.0,1291.0
-293.0,-392.0,-17.0
-1838.0,266.0,1281.0
-315.0,1296.0,1297.0
-221.0,1293.0,-374.0
-293.0,1294.0,1282.0
-356.0,33.0,-338.0
-183.0,1525.0,-320.0
-38.0,1536.0,439.0
-180.0,1334.0,1494.0
-392.0,1732.0,-186.0
-392.0,88.0,1294.0
17.0,535.0,1512.0
-595.0,-392.0,1274.0
-374.0,-57.0,1335.0
-165.0,307.0,-304.0
-356.0,-374.0,-150.0
-392.0,-245.0,1319.0
-417.0,1296.0,-89.0
-63.0,1284.0,1314.0
