OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
-320.0,1343.0,221.0
-329.0,1208.0,1877.0
4.0,1280.0,-210.0
-171.0,1417.0,1157.0
-185.0,1420.0,1665.0
-83.0,-356.0,-142.0
-356.0,-445.0,-264.0
-329.0,30.0,1223.0
-265.0,-374.0,-81.0
-108.0,-314.0,1259.0
-329.0,-50.0,192.0
-341.0,-87.0,-311.0
-65.0,52.0,-374.0
-206.0,1187.0,1314.0
-392.0,1169.0,-266.0
-329.0,1314.0,1247.0
-311.0,-351.0,1314.0
111.0,1158.0,1279.0
-356.0,1367.0,1234.0
-205.0,-103.0,-257.0
-127.0,-356.0,1462.0
-302.0,-338.0,1617.0
-356.0,1502.0,1186.0
-356.0,-329.0,1489.0
-329.0,-195.0,-212.0
-280.0,1343.0,1269.0
-392.0,-150.0,1218.0
-338.0,-293.0,1239.0
-401.0,1474.0,1499.0
-320.0,-374.0,-308.0
-247.0,-302.0,1261.0
-1064.0,-392.0,1427.0
-279.0,-293.0,1217.0
-200.0,-249.0,968.0
-177.0,1064.0,-165.0
-171.0,58.0,-338.0
-221.0,1462.0,1404.0
-247.0,130.0,208.0
-166.0,1279.0,1502.0
-374.0,-356.0,-195.0
-374.0,63.0,1357.0
-548.0,1219.0,1292.0
-274.0,-329.0,21.0
-374.0,1574.0,-203.0
-96.0,1295.0,-374.0
-392.0,1261.0,-266.0
-380.0,1319.0,-374.0
-221.0,71.0,-159.0
-551.0,1529.0,1433.0
-235.0,1730.0,163.0
-315.0,1732.0,1280.0
1291.0,-356.0,1236.0
-150.0,1285.0,113.0
250.0,-105.0,1290.0
-356.0,1527.0,1694.0
-255.0,1329.0,-174.0
-320.0,1529.0,-293.0
-108.0,1330.0,1156.0
-253.0,-90.0,-186.0
-237.0,-320.0,1211.0
-262.0,-329.0,-93.0
1304.0,76.0,-329.0
-239.0,-392.0,-361.0
-293.0,1729.0,114.0
-392.0,-356.0,1287.0
-230.0,-392.0,1694.0
-293.0,-54.0,917.0
-114.0,-338.0,1251.0
-394.0,-159.0,-409.0
-566.0,82.0,-347.0
-232.0,1533.0,-374.0
-364.0,1332.0,1208.0
-374.0,-359.0,1473.0
-195.0,-141.0,-185.0
-312.0,-335.0,1137.0
-123.0,-338.0,1254.0
-392.0,-203.0,-205.0
-293.0,1515.0,-356.0
-186.0,-293.0,1487.0
-392.0,-302.0,247.0
3.0,1293.0,-356.0
-168.0,1284.0,1731.0
-374.0,1293.0,1729.0
-239.0,1529.0,1531.0
-197.0,1267.0,-223.0
-374.0,-329.0,30.0
209.0,307.0,1474.0
-311.0,-356.0,-329.0
37.0,-356.0,-392.0
-192.0,-320.0,-329.0
404.0,193.0,1527.0
-163.0,1287.0,66.0
