OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
-524.0,1736.0,1925.0
1327.0,1304.0,467.0
1532.0,-81.0,1441.0
-311.0,1059.0,987.0
-484.0,1505.0,1391.0
-5.0,1241.0,1242.0
-169.0,1245.0,57.0
-329.0,1112.0,-356.0
-356.0,1257.0,1030.0
80.0,-233.0,1082.0
-329.0,-199.0,-356.0
-266.0,-384.0,91.0
-36.0,1099.0,1307.0
-106.0,1333.0,103.0
-293.0,1218.0,-329.0
-172.0,1478.0,-27.0
-320.0,-189.0,-105.0
-338.0,1124.0,1210.0
-338.0,-184.0,95.0
-374.0,-302.0,-356.0
-329.0,1294.0,1388.0
511.0,1125.0,-15.0
1329.0,1168.0,-187.0
-311.0,-213.0,-15.0
193.0,123.0,1483.0
-114.0,-14.0,-161.0
-320.0,-105.0,1273.0
-230.0,128.0,1324.0
-392.0,43.0,952.0
-212.0,-203.0,1483.0
-150.0,1437.0,1387.0
-141.0,1159.0,-329.0
1731.0,-338.0,1187.0
-203.0,-302.0,1254.0
84.0,1654.0,-177.0
-87.0,1244.0,-329.0
-320.0,-329.0,-168.0
-150.0,-150.0,-60.0
-402.0,1322.0,1209.0
-385.0,1099.0,-166.0
-356.0,-31.0,-293.0
-392.0,-356.0,-329.0
-180.0,-311.0,1211.0
-272.0,1247.0,1284.0
-250.0,375.0,-186.0
-269.0,1185.0,1487.0
-293.0,267.0,1658.0
-356.0,-302.0,1245.0
144.0,1217.0,180.0
171.0,-356.0,656.0
-338.0,-302.0,1404.0
-392.0,5.0,-117.0
-258.0,-87.0,1264.0
1296.0,-203.0,-32.0
-356.0,1530.0,1425.0
-320.0,1524.0,1089.0
-320.0,-374.0,1246.0
-94.0,1495.0,1150.0
-157.0,1274.0,-320.0
-206.0,-38.0,471.0
-87.0,1516.0,186.0
-346.0,1527.0,1231.0
-374.0,-302.0,1371.0
-129.0,1283.0,1279.0
12.0,111.0,-83.0
1322.0,-293.0,-356.0
-217.0,1536.0,-338.0
-87.0,1732.0,-36.0
258.0,459.0,1246.0
1332.0,-54.0,1139.0
-289.0,-356.0,-356.0
-221.0,-212.0,1310.0
