OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
-320.0,-627.0,2144.0
125.0,-569.0,1202.0
-285.0,-958.0,-230.0
-392.0,-82.0,1267.0
-830.0,-375.0,1182.0
-392.0,1694.0,1248.0
-293.0,294.0,-266.0
-118.0,1463.0,1232.0
-256.0,503.0,1669.0
-211.0,-401.0,250.0
-325.0,1409.0,1623.0
-146.0,-230.0,1364.0
-242.0,1227.0,-338.0
38.0,1319.0,1229.0
-239.0,-307.0,1230.0
-92.0,-286.0,1251.0
-203.0,1490.0,1258.0
-356.0,115.0,-35.0
-211.0,1241.0,255.0
-356.0,-340.0,1253.0
-133.0,73.0,1613.0
-645.0,1419.0,1206.0
-162.0,1277.0,-206.0
-293.0,255.0,-293.0
-490.0,1435.0,-392.0
-737.0,1494.0,202.0
-334.0,1542.0,136.0
-395.0,1422.0,-230.0
-26.0,1279.0,-87.0
-1002.0,185.0,1243.0
-455.0,161.0,-356.0
-124.0,-278.0,215.0
-405.0,-114.0,1302.0
-392.0,-63.0,1289.0
-320.0,1167.0,-248.0
-374.0,1130.0,1492.0
-144.0,167.0,81.0
-260.0,980.0,-87.0
-66.0,-36.0,-105.0
-273.0,54.0,1314.0
34.0,1144.0,1193.0
-338.0,1306.0,-230.0
-341.0,-320.0,-155.0
-341.0,-215.0,1016.0
-207.0,1485.0,1200.0
-7.0,1113.0,-392.0
-311.0,1447.0,-329.0
-203.0,-117.0,31.0
-267.0,-36.0,-359.0
1530.0,-392.0,-175.0
1708.0,1412.0,-7.0
1332.0,1045.0,-247.0
-392.0,1508.0,-279.0
-411.0,1291.0,320.0
-329.0,1305.0,1464.0
-203.0,-374.0,1373.0
-109.0,-201.0,1514.0
-329.0,-503.0,1267.0
-302.0,3.0,-320.0
-335.0,1288.0,-349.0
-356.0,1287.0,213.0
202.0,1276.0,1232.0
-392.0,1298.0,1478.0
-45.0,1489.0,1108.0
-329.0,88.0,1234.0
-320.0,-54.0,1055.0
1529.0,-293.0,-201.0
-356.0,-356.0,-338.0
-15.0,-244.0,-195.0
-81.0,161.0,-320.0
-236.0,1308.0,126.0
1330.0,1539.0,-203.0
-356.0,102.0,-195.0
-228.0,1487.0,-114.0
-189.0,-33.0,-218.0
-329.0,-356.0,-392.0
-374.0,1504.0,-150.0
-392.0,1735.0,-150.0
-132.0,-356.0,-87.0
-392.0,249.0,157.0
111.0,1530.0,1285.0
-204.0,1289.0,-338.0
1499.0,1512.0,1493.0
1298.0,-239.0,1537.0
-311.0,430.0,1278.0
-392.0,-338.0,1308.0
-374.0,-133.0,-109.0
-320.0,-19.0,82.0
-147.0,-54.0,-392.0
-315.0,-221.0,1280.0
-210.0,-320.0,1302.0
-241.0,1497.0,-215.0
-115.0,1330.0,-293.0
-157.0,1534.0,-302.0
-320.0,1311.0,1292.0
-392.0,-374.0,-221.0
-308.0,-320.0,-15.0
-311.0,1288.0,-317.0
547.0,1279.0,1280.0
17.0,1292.0,1297.0
-374.0,-184.0,-320.0
1297.0,1296.0,-203.0
-356.0,-257.0,-184.0
-103.0,-320.0,1494.0
229.0,144.0,-392.0
-276.0,-168.0,1296.0
-392.0,-186.0,-356.0
152.0,1534.0,112.0
-392.0,674.0,-329.0
-356.0,-30.0,84.0
-311.0,2143.0,111.0
66.0,160.0,1292.0
-87.0,-329.0,193.0
-230.0,-356.0,102.0
104.0,1287.0,-289.0
-392.0,1302.0,-329.0
-293.0,1491.0,-221.0
-374.0,-329.0,1492.0
-311.0,-87.0,1513.0
-257.0,-266.0,1282.0
-150.0,102.0,1304.0
-374.0,169.0,1491.0
1504.0,1528.0,-374.0
-311.0,1529.0,1286.0
-203.0,-87.0,1261.0
-653.0,-356.0,-374.0
-293.0,-392.0,-87.0
141.0,-401.0,1287.0
1497.0,3.0,-329.0
1704.0,1531.0,-236.0
-168.0,1534.0,-357.0
-311.0,1683.0,1291.0
-226.0,1729.0,1520.0
-392.0,-374.0,1287.0
-356.0,1300.0,1731.0
-338.0,-329.0,1490.0
-212.0,1498.0,-338.0
1726.0,-87.0,1292.0
-27.0,-46.0,1484.0
-356.0,-195.0,1474.0
-293.0,250.0,-339.0
-302.0,1502.0,1331.0
-592.0,1297.0,-374.0
-45.0,-320.0,1292.0
-356.0,-170.0,1509.0
-476.0,1294.0,1294.0
1296.0,-32.0,-356.0
1527.0,1496.0,-153.0
-293.0,55.0,1704.0
102.0,66.0,-338.0
-99.0,-320.0,201.0
-159.0,-356.0,3.0
-133.0,-392.0,-266.0
1295.0,1472.0,1493.0
-87.0,1897.0,1299.0
1494.0,1496.0,-356.0
-392.0,1300.0,-135.0
-87.0,1308.0,1324.0
472.0,1317.0,1496.0
56.0,1686.0,1296.0
