OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
-215.0,473.0,-335.0
-235.0,1341.0,-216.0
-392.0,-341.0,-671.0
-257.0,-222.0,1129.0
37.0,133.0,1645.0
-186.0,-329.0,131.0
22.0,1297.0,-55.0
-329.0,1243.0,1369.0
-138.0,1259.0,-401.0
1332.0,368.0,-564.0
-150.0,1222.0,-121.0
-157.0,-195.0,1483.0
-311.0,1467.0,1291.0
-607.0,-320.0,1286.0
-101.0,1170.0,1393.0
-338.0,1334.0,999.0
-301.0,261.0,1300.0
-221.0,1138.0,1426.0
-267.0,1113.0,1296.0
-392.0,1490.0,-293.0
-163.0,1281.0,1290.0
-203.0,-78.0,1281.0
-363.0,-473.0,1244.0
-356.0,-311.0,183.0
-109.0,1211.0,1538.0
-227.0,1308.0,1475.0
-221.0,-320.0,1203.0
-311.0,-356.0,1101.0
-667.0,1313.0,-221.0
-188.0,-105.0,1238.0
-81.0,-215.0,1429.0
-239.0,-193.0,1041.0
-204.0,-186.0,-150.0
-392.0,145.0,1077.0
-220.0,1282.0,1244.0
-271.0,-96.0,-51.0
-100.0,-69.0,1281.0
-376.0,1317.0,-275.0
-323.0,1253.0,1066.0
-230.0,1652.0,1241.0
-374.0,-374.0,1160.0
-146.0,-212.0,1507.0
-374.0,-320.0,477.0
-79.0,59.0,1167.0
-312.0,1298.0,-293.0
-205.0,-293.0,-105.0
-302.0,1748.0,-338.0
-356.0,-338.0,1212.0
-266.0,-257.0,1462.0
-293.0,-374.0,1419.0
-293.0,-356.0,-19.0
-370.0,1535.0,830.0
-149.0,84.0,-302.0
-140.0,1726.0,176.0
-262.0,1733.0,1150.0
-257.0,1531.0,-239.0
-127.0,1307.0,-107.0
-260.0,1332.0,-71.0
-215.0,1516.0,1192.0
-245.0,1331.0,-302.0
-374.0,14.0,202.0
-238.0,-249.0,1228.0
-208.0,-320.0,1503.0
-327.0,108.0,184.0
-122.0,-114.0,39.0
-928.0,1330.0,-320.0
-54.0,-401.0,1288.0
-374.0,-320.0,-329.0
-338.0,113.0,-392.0
84.0,1332.0,-392.0
1528.0,-356.0,50.0
-329.0,-329.0,1490.0
-320.0,-248.0,1250.0
-320.0,1530.0,1478.0
-200.0,1529.0,1346.0
-356.0,-36.0,-374.0
-206.0,1474.0,1290.0
-392.0,-36.0,1331.0
-231.0,1521.0,1327.0
-356.0,59.0,-240.0
-392.0,1531.0,430.0
-320.0,1504.0,1718.0
84.0,1710.0,-356.0
1329.0,77.0,145.0
30.0,-72.0,1525.0
-338.0,1281.0,1295.0
-105.0,1497.0,1284.0
1532.0,1696.0,1291.0
-123.0,1537.0,117.0
-230.0,-79.0,-329.0
-266.0,1295.0,-374.0
1532.0,-221.0,1291.0
111.0,1532.0,1325.0
-36.0,1485.0,204.0
-15.0,1495.0,-105.0
-36.0,-356.0,1292.0
1295.0,1491.0,181.0
-401.0,1531.0,-54.0
-153.0,-374.0,-329.0
-374.0,1532.0,-392.0
-401.0,1534.0,-329.0
-329.0,-87.0,1289.0
-18.0,-392.0,-338.0
-374.0,3.0,-186.0
-408.0,1504.0,72.0
-239.0,1466.0,1497.0
-76.0,1301.0,44.0
-260.0,1309.0,1520.0
-177.0,1725.0,84.0
-329.0,1306.0,-320.0
-215.0,1723.0,1276.0
-203.0,466.0,187.0
-338.0,1337.0,1317.0
-338.0,1314.0,1281.0
-482.0,1489.0,1284.0
-430.0,-132.0,3.0
-320.0,-320.0,-195.0
