OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
-374.0,-1457.0,-1023.0
-320.0,-993.0,1788.0
1547.0,-482.0,563.0
-195.0,-117.0,1485.0
-100.0,-120.0,1465.0
-401.0,359.0,1087.0
-186.0,1653.0,1019.0
-10.0,325.0,-212.0
44.0,1155.0,-156.0
1313.0,1227.0,-392.0
273.0,1421.0,12.0
-356.0,1242.0,-320.0
1532.0,1254.0,-159.0
-356.0,1266.0,-87.0
-338.0,-150.0,-392.0
-374.0,-123.0,-356.0
-407.0,-221.0,-1216.0
-320.0,1445.0,-390.0
-218.0,1024.0,-392.0
-227.0,1457.0,-28.0
-87.0,1493.0,136.0
1332.0,160.0,1533.0
91.0,1277.0,1724.0
-329.0,-311.0,-356.0
-356.0,-302.0,-329.0
-127.0,-356.0,-159.0
-26.0,-329.0,1521.0
-374.0,994.0,1519.0
-130.0,248.0,-329.0
-356.0,-432.0,1325.0
-237.0,-239.0,1327.0
21.0,335.0,1738.0
-150.0,-281.0,-195.0
-329.0,1202.0,1679.0
-394.0,-239.0,1290.0
-293.0,-356.0,1285.0
-338.0,-245.0,-311.0
-356.0,-311.0,-392.0
-257.0,-95.0,92.0
-320.0,1298.0,3.0
-329.0,-392.0,-339.0
-320.0,-302.0,-186.0
-136.0,-320.0,247.0
-374.0,-356.0,-574.0
-311.0,-320.0,1510.0
-261.0,-257.0,1527.0
15.0,-159.0,1292.0
-374.0,1277.0,1502.0
-253.0,1303.0,1523.0
108.0,54.0,1309.0
-392.0,-24.0,-356.0
-392.0,-356.0,-356.0
-254.0,-356.0,1290.0
-575.0,1253.0,1272.0
-392.0,-311.0,1277.0
-119.0,-329.0,1295.0
-414.0,1223.0,1276.0
-451.0,1243.0,1512.0
-293.0,1060.0,1273.0
-429.0,-186.0,-374.0
-44.0,-265.0,1490.0
-205.0,-89.0,-374.0
-520.0,-484.0,-257.0
-506.0,1189.0,1296.0
-320.0,127.0,1497.0
-116.0,1169.0,1292.0
-374.0,1136.0,192.0
-356.0,-329.0,45.0
1331.0,-392.0,-31.0
1732.0,-150.0,-356.0
-329.0,-329.0,1290.0
-329.0,-27.0,1279.0
1728.0,102.0,-239.0
-404.0,1296.0,-212.0
-553.0,1496.0,-329.0
-320.0,128.0,1302.0
-132.0,1109.0,1294.0
-374.0,-33.0,1491.0
-168.0,-246.0,1492.0
-236.0,1476.0,1296.0
30.0,18.0,1325.0
-221.0,1348.0,1459.0
-302.0,1166.0,1743.0
-356.0,1492.0,1489.0
-270.0,1247.0,1534.0
-446.0,-392.0,-293.0
-302.0,-320.0,3.0
-279.0,1283.0,-356.0
-154.0,1515.0,1491.0
-356.0,1301.0,24.0
-212.0,-256.0,1290.0
-248.0,1698.0,111.0
-246.0,1290.0,1280.0
-392.0,1332.0,1306.0
-356.0,257.0,1300.0
42.0,-356.0,1484.0
-329.0,1288.0,1296.0
-221.0,1286.0,-311.0
-105.0,1311.0,-374.0
-69.0,1520.0,-320.0
1330.0,1291.0,1485.0
-293.0,1485.0,-320.0
-356.0,1293.0,-338.0
-114.0,1475.0,1699.0
-374.0,1733.0,1495.0
-356.0,-356.0,-186.0
84.0,-159.0,-87.0
-302.0,-239.0,1700.0
48.0,1293.0,145.0
-329.0,1491.0,-221.0
-320.0,-204.0,171.0
-338.0,1288.0,-18.0
-88.0,-338.0,1289.0
1292.0,-212.0,-374.0
1485.0,324.0,1296.0
-302.0,-221.0,-54.0
-239.0,1699.0,-97.0
-186.0,1495.0,1495.0
-485.0,197.0,1286.0
-320.0,-311.0,1272.0
14.0,1295.0,1484.0
-374.0,435.0,1275.0
-588.0,1278.0,-114.0
-220.0,1313.0,-239.0
-320.0,1291.0,1289.0
-114.0,1522.0,1296.0
-154.0,1293.0,-329.0
-374.0,-374.0,1492.0
-374.0,1496.0,1300.0
-97.0,-392.0,1497.0
-374.0,-329.0,239.0
111.0,-338.0,57.0
1533.0,236.0,-392.0
1332.0,1291.0,-329.0
-401.0,1485.0,1488.0
688.0,-320.0,-105.0
1527.0,171.0,1320.0
-167.0,134.0,1494.0
-239.0,163.0,1278.0
-140.0,1473.0,84.0
-305.0,1274.0,1292.0
-404.0,1498.0,1497.0
-329.0,80.0,1272.0
-302.0,-356.0,128.0
8.0,1493.0,1291.0
-356.0,1278.0,1736.0
-239.0,1320.0,-69.0
-302.0,246.0,137.0
612.0,111.0,-72.0
-329.0,1486.0,1307.0
-329.0,-320.0,-329.0
-446.0,1262.0,-338.0
1290.0,1274.0,1496.0
-286.0,-15.0,-311.0
-329.0,-392.0,-326.0
