OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
-230.0,-1342.0,-557.0
-392.0,-694.0,-22.0
1332.0,1296.0,1189.0
-392.0,1720.0,-374.0
1532.0,1503.0,1277.0
124.0,1290.0,1414.0
1280.0,-15.0,1271.0
-335.0,-316.0,1713.0
-276.0,-149.0,-230.0
-356.0,-267.0,1021.0
-320.0,-87.0,1696.0
-320.0,-266.0,-338.0
-257.0,-320.0,630.0
-242.0,1297.0,1253.0
-133.0,-338.0,1131.0
-338.0,-499.0,1368.0
-135.0,-374.0,1152.0
-226.0,1651.0,1307.0
-147.0,-36.0,-99.0
67.0,-186.0,-311.0
-338.0,1460.0,-152.0
-313.0,-338.0,1330.0
-320.0,-81.0,-203.0
-356.0,1298.0,-338.0
1328.0,-197.0,111.0
-392.0,1204.0,-392.0
-195.0,1453.0,1488.0
-362.0,162.0,-338.0
-212.0,111.0,-212.0
-112.0,-132.0,250.0
-257.0,1177.0,-186.0
-374.0,-221.0,-29.0
-320.0,-102.0,-254.0
-128.0,1013.0,-239.0
-311.0,1421.0,-927.0
1321.0,-338.0,133.0
-114.0,1438.0,1298.0
-392.0,1253.0,1161.0
-374.0,-278.0,1308.0
-356.0,1175.0,1169.0
-1042.0,70.0,-356.0
-169.0,19.0,-87.0
-585.0,-87.0,1317.0
-462.0,1494.0,-228.0
-89.0,1608.0,2.0
-356.0,-392.0,1271.0
-338.0,-356.0,-221.0
-302.0,1254.0,-320.0
-133.0,-320.0,1583.0
-320.0,1231.0,1247.0
-224.0,-79.0,-263.0
-392.0,1296.0,-27.0
-186.0,1243.0,-320.0
-356.0,1944.0,-223.0
-105.0,159.0,1697.0
217.0,-168.0,1229.0
-374.0,-356.0,1184.0
-105.0,-148.0,-221.0
-338.0,-293.0,-329.0
-220.0,-392.0,1180.0
-44.0,-110.0,-176.0
-293.0,-374.0,66.0
-392.0,-256.0,1487.0
-287.0,1085.0,-311.0
-496.0,127.0,-168.0
-383.0,1272.0,-356.0
-338.0,1284.0,-69.0
-293.0,1464.0,-221.0
-221.0,1136.0,163.0
-260.0,1330.0,1526.0
-36.0,-255.0,-2.0
1532.0,1237.0,1332.0
1330.0,82.0,172.0
-105.0,1513.0,1531.0
