OS-lambda-0.9,OS-lambda-0.45,OS-lambda-0.0
766.0,1725.0,-625.0
-87.0,1533.0,-807.0
-394.0,1160.0,-1202.0
-311.0,-311.0,-515.0
125.0,1206.0,-481.0
-320.0,1247.0,-331.0
-134.0,-311.0,-228.0
-356.0,1400.0,1847.0
1381.0,1411.0,1518.0
-62.0,1712.0,-58.0
197.0,1168.0,1288.0
1516.0,-212.0,1449.0
1241.0,-141.0,1286.0
-338.0,-311.0,82.0
-392.0,1259.0,1297.0
-374.0,-356.0,1312.0
-320.0,1207.0,1416.0
-356.0,5.0,1202.0
-356.0,-331.0,347.0
-207.0,1319.0,-257.0
-336.0,250.0,-224.0
-1188.0,-168.0,-14.0
-302.0,-230.0,-634.0
-110.0,482.0,-293.0
-290.0,-302.0,-356.0
-114.0,-356.0,1243.0
-472.0,-33.0,-356.0
-242.0,-266.0,66.0
-338.0,-302.0,-311.0
-284.0,-18.0,-87.0
54.0,1675.0,-293.0
-311.0,1268.0,-338.0
-338.0,1256.0,-248.0
-464.0,1326.0,-356.0
-206.0,-205.0,1363.0
-245.0,-126.0,-338.0
-242.0,1231.0,-356.0
-311.0,-207.0,1260.0
-356.0,-174.0,-105.0
-230.0,1185.0,1260.0
-392.0,-302.0,73.0
-155.0,1259.0,-356.0
-374.0,1230.0,84.0
-400.0,-311.0,252.0
-658.0,-311.0,1.0
-854.0,-329.0,1360.0
-148.0,1464.0,1416.0
-172.0,-186.0,1482.0
-356.0,-133.0,-59.0
-324.0,-374.0,1045.0
6.0,-175.0,1340.0
-356.0,-366.0,1499.0
-329.0,-94.0,21.0
-374.0,218.0,-356.0
-329.0,1719.0,1236.0
-392.0,2.0,1072.0
-151.0,1283.0,1063.0
-193.0,1498.0,1300.0
-96.0,1495.0,-221.0
-581.0,1508.0,-356.0
-242.0,-266.0,-45.0
-230.0,-302.0,202.0
-336.0,-356.0,-56.0
-137.0,-311.0,1253.0
-251.0,-168.0,1279.0
-338.0,84.0,1150.0
-338.0,111.0,-276.0
-320.0,-329.0,47.0
-588.0,-87.0,-329.0
-293.0,-203.0,-248.0
-338.0,-356.0,-182.0
-329.0,1494.0,-369.0
30.0,1722.0,-320.0
